policy_id,policy_state,vehicle_count,driver_count,prior_claim_count,coverage_limit_bi,coverage_limit_pd,premium_amount,nonstandard_risk_tier
POL100433,GA,2.0,4,3,25000,25000,2634.69,tier_4
POL100434,TX,3.0,3,0,15000,10000,1396.61,tier_1
POL100435,AZ,1.0,2,2,100000,10000,1487.06,tier_2
POL100436,FL,1.0,2,1,15000,10000,1042.59,tier_1
POL100437,FL,4.0,4,1,25000,10000,2388.54,tier_3
POL100438,CA,1.0,2,0,50000,25000,1145.31,tier_3
POL100439,FL,1.0,3,2,50000,25000,1715.87,tier_3
POL100440,CA,1.0,3,1,15000,10000,1871.78,tier_4
POL100441,FL,2.0,4,1,50000,25000,1491.08,tier_1
POL100442,TX,3.0,3,2,15000,10000,2227.46,tier_3
POL100443,TX,2.0,2,0,50000,25000,1178.68,tier_2
POL100444,FL,2.0,3,1,15000,5000,1674.77,tier_2
POL100445,CA,1.0,1,0,50000,25000,1022.52,tier_3
POL100446,TX,1.0,2,2,50000,25000,1938.72,tier_4
POL100447,GA,2.0,2,0,15000,10000,1354.55,tier_3
POL100448,CA,1.0,1,1,15000,10000,1051.09,tier_1
POL100449,TX,1.0,1,0,50000,25000,1140.69,tier_3
POL100450,TX,1.0,1,0,15000,5000,867.32,tier_1
POL100451,TX,1.0,3,1,15000,25000,1873.08,tier_4
POL100452,NV,2.0,2,0,25000,50000,1443.53,tier_3
POL100453,TX,2.0,4,0,100000,25000,1363.18,tier_2
POL100454,FL,1.0,1,0,25000,10000,737.78,tier_1
POL100455,NV,2.0,2,1,25000,10000,1421.08,tier_2
POL100456,TX,3.0,4,3,100000,50000,3001.9,tier_4
POL100457,GA,2.0,4,0,25000,10000,1601.51,tier_3
POL100458,GA,3.0,3,1,25000,5000,2152.37,tier_4
POL100459,CA,2.0,2,0,25000,5000,1277.55,tier_3
POL100460,TX,3.0,5,1,25000,25000,2288.2,tier_3
POL100461,CA,1.0,2,0,25000,10000,925.1,tier_1
POL100462,CA,1.0,2,2,50000,5000,1864.59,tier_4
POL100463,FL,1.0,3,2,15000,10000,1607.96,tier_2
POL100464,FL,2.0,4,1,50000,25000,1907.12,tier_3
POL100465,TX,1.0,2,0,15000,10000,1268.7,tier_3
POL100466,TX,1.0,2,1,25000,25000,1414.26,tier_3
POL100467,TX,2.0,2,2,15000,25000,2239.59,tier_4
POL100468,GA,1.0,1,0,25000,50000,829.52,tier_1
POL100469,GA,1.0,2,2,50000,50000,1560.82,tier_3
POL100470,CA,1.0,1,0,25000,10000,890.04,tier_2
POL100471,NV,2.0,4,0,15000,25000,1586.97,tier_3
POL100472,FL,1.0,3,0,15000,5000,1040.56,tier_1
POL100473,NV,1.0,1,0,50000,50000,748.91,tier_1
POL100474,FL,1.0,2,1,15000,10000,1281.97,tier_2
POL100475,GA,2.0,2,0,50000,25000,1103.9,tier_2
POL100476,CA,3.0,4,0,25000,25000,1670.75,tier_2
POL100477,TX,2.0,2,0,15000,5000,1440.66,tier_3
POL100478,GA,2.0,3,0,50000,25000,1619.15,tier_3
POL100479,CA,3.0,4,0,25000,5000,1604.55,tier_2
POL100480,CA,4.0,5,1,15000,10000,2211.76,tier_2
POL100481,NV,2.0,3,1,100000,10000,1585.4,tier_2
POL100482,AZ,3.0,3,0,15000,10000,1889.51,tier_3
POL100483,NV,3.0,5,0,25000,10000,1674.84,tier_2
POL100484,AZ,3.0,5,0,25000,50000,1551.81,tier_1
POL100485,NV,2.0,4,1,25000,10000,1939.38,tier_2
POL100486,CA,1.0,2,6,50000,10000,2664.79,tier_3
POL100487,FL,1.0,3,3,15000,25000,1661.02,tier_2
POL100488,AZ,2.0,3,3,100000,25000,2248.48,tier_3
POL100489,AZ,2.0,4,3,50000,5000,2212.65,tier_3
POL100490,TX,1.0,1,4,100000,50000,2054.48,tier_3
POL100491,CA,2.0,2,1,50000,5000,1712.83,tier_3
POL100492,AZ,2.0,3,1,100000,10000,1716.51,tier_3
POL100493,TX,3.0,4,2,25000,10000,2070.49,tier_2
POL100494,CA,1.0,3,1,25000,25000,1893.21,tier_4
POL100495,AZ,1.0,1,2,25000,5000,1381.23,tier_3
POL100496,FL,3.0,5,1,50000,5000,1908.92,tier_2
POL100497,TX,3.0,3,1,25000,25000,1990.61,tier_3
POL100498,CA,4.0,5,0,50000,5000,1925.8,tier_2
POL100499,CA,3.0,5,0,15000,10000,2033.02,tier_3
POL100500,AZ,3.0,4,1,50000,25000,2052.58,tier_3
POL100501,FL,1.0,3,2,15000,25000,2122.72,tier_4
POL100502,CA,1.0,3,1,100000,5000,1802.02,tier_4
POL100503,TX,1.0,3,1,15000,10000,1624.68,tier_3
POL100504,CA,2.0,3,2,15000,50000,2063.03,tier_3
POL100505,CA,3.0,4,1,50000,10000,2501.57,tier_4
POL100506,TX,1.0,1,1,50000,5000,995.31,tier_2
POL100507,FL,2.0,3,2,50000,5000,2394.77,tier_4
POL100508,CA,1.0,3,5,100000,10000,2557.88,tier_3
POL100509,TX,1.0,2,1,15000,50000,1116.34,tier_1
POL100510,FL,1.0,2,2,50000,10000,1419.1,tier_1
POL100511,TX,1.0,1,3,25000,5000,1988.15,tier_4
POL100512,CA,4.0,5,2,25000,10000,2314.1,tier_1
POL100513,CA,1.0,1,0,25000,5000,1020.53,tier_2
POL100514,CA,3.0,5,1,15000,10000,2085.24,tier_2
POL100515,TX,2.0,3,0,25000,50000,1265.9,tier_2
POL100516,NV,1.0,1,0,50000,25000,711.92,tier_2
POL100517,CA,1.0,1,0,15000,5000,1117.7,tier_3
POL100518,AZ,3.0,5,0,100000,10000,1638.72,tier_1
POL100519,NV,1.0,3,3,25000,5000,2330.96,tier_4
POL100520,CA,3.0,5,1,15000,5000,2756.25,tier_4
POL100521,CA,1.0,1,0,50000,10000,824.52,tier_2
POL100522,CA,2.0,2,0,15000,10000,1065.95,tier_1
POL100523,CA,3.0,3,0,15000,25000,1802.62,tier_3
POL100524,FL,1.0,3,0,50000,50000,955.09,tier_1
POL100525,CA,1.0,3,0,15000,5000,1150.94,tier_2
POL100526,AZ,4.0,5,5,15000,50000,4156.68,tier_4
POL100527,FL,1.0,1,1,50000,10000,1487.64,tier_4
POL100528,NV,1.0,1,2,15000,10000,1865.53,tier_4
POL100529,NV,2.0,4,0,50000,25000,1576.86,tier_2
POL100530,FL,1.0,3,4,50000,5000,2334.66,tier_3
POL100531,GA,2.0,4,0,15000,10000,1493.38,tier_3
POL100532,GA,2.0,2,1,25000,25000,1344.51,tier_2
POL100533,TX,1.0,1,0,15000,10000,1090.88,tier_3
POL100534,CA,3.0,3,0,25000,25000,1259.98,tier_1
POL100535,TX,1.0,3,2,15000,5000,1573.48,tier_2
POL100536,CA,1.0,3,1,100000,25000,1606.77,tier_3
POL100537,FL,2.0,3,1,15000,5000,1694.66,tier_2
POL100538,TX,4.0,4,0,50000,5000,1809.62,tier_2
POL100539,FL,1.0,3,1,15000,10000,1760.0,tier_4
POL100540,AZ,1.0,1,2,15000,25000,1755.04,tier_4
POL100541,TX,2.0,4,2,25000,5000,2225.83,tier_3
POL100542,FL,3.0,5,4,25000,25000,3512.79,tier_4
POL100543,TX,1.0,3,1,100000,5000,1903.89,tier_4
POL100544,AZ,1.0,3,0,15000,10000,981.82,tier_1
POL100545,FL,2.0,3,0,15000,10000,1359.46,tier_2
POL100546,CA,1.0,2,0,25000,5000,1066.84,tier_2
POL100547,NV,1.0,1,0,25000,50000,778.23,tier_1
POL100548,CA,,3,0,100000,10000,1397.38,tier_3
POL100549,NV,1.0,3,1,100000,25000,1393.41,tier_2
POL100550,FL,2.0,2,1,100000,10000,1711.05,tier_3
POL100551,TX,3.0,5,0,15000,10000,1645.75,tier_1
POL100552,NV,2.0,2,0,25000,10000,1249.99,tier_2
POL100553,AZ,2.0,3,3,50000,50000,2588.95,tier_4
POL100554,AZ,4.0,4,0,25000,25000,1627.88,tier_1
POL100555,FL,1.0,2,0,50000,10000,1133.07,tier_2
POL100556,NV,1.0,2,1,15000,10000,1303.52,tier_2
POL100557,TX,3.0,4,1,25000,10000,2073.05,tier_3
POL100558,AZ,1.0,3,0,50000,10000,1341.37,tier_3
POL100559,AZ,2.0,4,0,15000,10000,1490.23,tier_3
POL100560,CA,2.0,3,1,100000,10000,1371.47,tier_1
POL100561,TX,1.0,3,0,25000,25000,1241.94,tier_2
POL100562,TX,2.0,3,1,15000,50000,2052.46,tier_4
POL100563,CA,1.0,1,3,15000,50000,1792.02,tier_3
POL100564,TX,1.0,1,2,15000,25000,1273.61,tier_3
POL100565,CA,2.0,2,3,25000,10000,2114.66,tier_3
POL100566,FL,1.0,3,0,15000,25000,1354.75,tier_3
POL100567,CA,3.0,4,0,25000,5000,1550.05,tier_1
POL100568,TX,3.0,4,1,50000,10000,1971.8,tier_2
POL100569,NV,3.0,4,2,25000,10000,2394.13,tier_3
POL100570,TX,1.0,3,0,15000,5000,1146.17,tier_2
POL100571,TX,1.0,2,0,25000,50000,1239.17,tier_4
POL100572,AZ,1.0,1,0,50000,25000,1008.62,tier_3
POL100573,GA,1.0,1,0,25000,10000,918.77,tier_3
POL100574,FL,4.0,5,3,15000,10000,3327.43,tier_4
POL100575,CA,1.0,2,3,25000,25000,1839.76,tier_3
POL100576,CA,1.0,3,4,25000,10000,2812.34,tier_4
POL100577,GA,3.0,4,1,25000,25000,2137.0,tier_3
POL100578,NV,1.0,3,3,15000,50000,2412.99,tier_4
POL100579,NV,1.0,2,0,100000,10000,985.35,tier_2
POL100580,NV,1.0,2,3,15000,5000,1779.8,tier_3
POL100581,CA,2.0,3,2,15000,10000,2125.57,tier_3
POL100582,FL,3.0,4,0,15000,5000,1325.86,tier_1
POL100583,AZ,1.0,3,2,25000,10000,1554.09,tier_2
POL100584,AZ,3.0,3,1,25000,5000,2306.86,tier_4
POL100585,TX,3.0,4,1,15000,5000,2179.59,tier_3
POL100586,FL,3.0,3,0,25000,10000,1476.5,tier_2
POL100587,CA,1.0,3,1,50000,5000,1224.52,tier_2
POL100588,GA,,3,0,25000,25000,1092.16,tier_2
POL100589,TX,3.0,4,0,100000,5000,1446.86,tier_1
POL100590,NV,1.0,3,1,25000,25000,1748.99,tier_4
POL100591,TX,2.0,3,1,15000,5000,1652.2,tier_2
POL100592,FL,2.0,2,1,100000,5000,1335.34,tier_2
POL100593,NV,1.0,2,0,50000,5000,1201.58,tier_3
POL100594,TX,3.0,5,1,25000,25000,1842.21,tier_1
POL100595,AZ,3.0,3,0,50000,10000,1619.89,tier_2
POL100596,GA,2.0,2,3,25000,10000,2136.68,tier_3
POL100597,AZ,2.0,2,3,25000,5000,2215.25,tier_3
POL100598,TX,3.0,5,1,50000,50000,2641.86,tier_4
POL100599,NV,2.0,3,0,50000,5000,1578.92,tier_3
POL100600,FL,2.0,4,1,25000,10000,1816.25,tier_3
POL100601,FL,3.0,5,1,25000,25000,2085.75,tier_3
POL100602,FL,2.0,3,1,25000,5000,2095.19,tier_4
POL100603,FL,1.0,3,1,15000,10000,1614.65,tier_3
POL100604,CA,1.0,1,1,100000,25000,1510.12,tier_4
POL100605,TX,1.0,1,1,25000,10000,1425.08,tier_4
POL100606,CA,2.0,3,0,25000,5000,1899.93,tier_4
POL100607,TX,2.0,3,0,25000,10000,1181.66,tier_1
POL100608,CA,2.0,2,0,25000,5000,1427.77,tier_3
POL100609,CA,1.0,1,0,25000,50000,948.29,tier_2
POL100610,AZ,3.0,3,2,100000,10000,2408.09,tier_3
POL100611,FL,3.0,5,1,25000,10000,2283.05,tier_3
POL100612,CA,1.0,3,1,50000,5000,1759.18,tier_4
POL100613,AZ,2.0,4,0,25000,25000,1818.46,tier_4
POL100614,GA,2.0,3,0,25000,25000,1481.2,tier_2
POL100615,GA,2.0,3,4,15000,5000,2585.82,tier_3
POL100616,AZ,,3,0,25000,50000,1364.51,tier_3
POL100617,GA,3.0,4,0,15000,10000,1934.42,tier_2
POL100618,FL,4.0,4,0,50000,25000,1709.13,tier_1
POL100619,GA,2.0,3,0,50000,10000,1110.05,tier_1
POL100620,GA,3.0,5,0,25000,5000,2350.05,tier_4
POL100621,TX,4.0,5,1,25000,25000,2443.14,tier_3
POL100622,AZ,1.0,3,1,50000,25000,1781.05,tier_4
POL100623,AZ,2.0,4,2,15000,10000,2161.78,tier_3
POL100624,AZ,2.0,2,1,100000,5000,1840.7,tier_4
POL100625,GA,4.0,5,1,25000,25000,2091.82,tier_2
POL100626,TX,1.0,2,0,15000,5000,1487.76,tier_4
POL100627,TX,1.0,2,0,15000,10000,956.4,tier_1
POL100628,NV,3.0,3,0,100000,10000,1738.83,tier_3
POL100629,NV,1.0,2,1,15000,5000,1706.6,tier_4
POL100630,GA,3.0,3,0,50000,5000,2061.74,tier_4
POL100631,GA,1.0,1,2,15000,5000,1782.93,tier_4
POL100632,NV,4.0,5,0,15000,50000,1858.47,tier_1
POL100633,GA,3.0,3,0,50000,10000,1549.63,tier_2
POL100634,CA,1.0,2,1,15000,25000,1187.47,tier_1
POL100635,GA,2.0,2,0,15000,50000,1166.01,tier_1
POL100636,CA,1.0,1,2,25000,25000,1543.83,tier_3
POL100637,FL,2.0,3,3,50000,10000,2279.27,tier_3
POL100638,CA,2.0,4,2,25000,10000,2655.48,tier_4
POL100639,FL,3.0,5,2,15000,10000,2905.68,tier_4
POL100640,TX,1.0,2,1,100000,10000,1461.26,tier_3
POL100641,CA,1.0,2,3,50000,50000,2256.98,tier_4
POL100642,NV,2.0,4,1,50000,25000,1487.19,tier_1
POL100643,NV,2.0,2,1,50000,10000,1369.84,tier_2
POL100644,CA,2.0,4,0,50000,10000,1661.92,tier_3
POL100645,NV,1.0,1,1,25000,50000,1427.86,tier_4
POL100646,CA,1.0,1,0,25000,5000,688.31,tier_1
POL100647,CA,3.0,4,3,50000,25000,2608.62,tier_3
POL100648,CA,1.0,1,3,50000,10000,1804.63,tier_3
POL100649,FL,1.0,3,1,100000,25000,1356.86,tier_1
POL100650,AZ,4.0,5,3,25000,25000,2698.37,tier_2
POL100651,FL,1.0,2,1,25000,10000,1421.24,tier_4
POL100652,AZ,2.0,4,1,25000,5000,1998.51,tier_3
POL100653,FL,1.0,3,2,25000,25000,1553.81,tier_2
POL100654,AZ,3.0,5,2,25000,10000,2984.81,tier_4
POL100655,GA,2.0,4,0,50000,10000,1479.3,tier_2
POL100656,TX,3.0,4,0,25000,10000,2177.82,tier_4
POL100657,CA,1.0,1,0,15000,10000,889.06,tier_2
POL100658,CA,2.0,4,2,25000,25000,2194.09,tier_3
POL100659,FL,2.0,3,1,25000,5000,1684.02,tier_2
POL100660,FL,1.0,3,0,100000,10000,1158.58,tier_2
POL100661,CA,1.0,3,2,25000,50000,2196.77,tier_4
POL100662,GA,1.0,1,2,25000,5000,1418.64,tier_2
POL100663,GA,4.0,5,0,25000,10000,1856.95,tier_1
POL100664,TX,2.0,2,0,25000,25000,1066.14,tier_2
POL100665,CA,2.0,2,0,15000,50000,1486.91,tier_3
POL100666,CA,2.0,4,2,100000,10000,2486.48,tier_4
POL100667,TX,2.0,4,1,100000,25000,2296.44,tier_4
POL100668,AZ,2.0,4,1,25000,5000,1618.33,tier_2
POL100669,FL,2.0,4,2,25000,10000,1820.77,tier_2
POL100670,CA,2.0,3,0,15000,50000,1388.74,tier_1
POL100671,FL,1.0,2,1,25000,50000,1346.66,tier_3
POL100672,CA,3.0,5,1,25000,10000,2753.92,tier_4
POL100673,TX,3.0,4,3,50000,10000,2674.07,tier_3
POL100674,TX,1.0,2,1,15000,10000,1392.29,tier_3
POL100675,NV,2.0,2,1,50000,5000,1434.69,tier_2
POL100676,FL,1.0,3,2,25000,50000,1993.91,tier_4
POL100677,GA,4.0,5,2,50000,25000,2776.83,tier_3
POL100678,CA,3.0,5,3,25000,10000,2135.72,tier_1
POL100679,AZ,3.0,4,1,15000,10000,1856.39,tier_2
POL100680,CA,1.0,1,0,25000,10000,890.9,tier_1
POL100681,TX,1.0,1,1,50000,5000,1139.86,tier_2
POL100682,GA,1.0,2,1,25000,25000,1004.52,tier_1
POL100683,NV,1.0,3,1,15000,10000,1650.38,tier_3
POL100684,CA,1.0,3,1,25000,5000,1577.4,tier_3
POL100685,FL,1.0,3,0,25000,10000,1114.16,tier_2
POL100686,NV,4.0,5,1,50000,50000,2273.72,tier_2
POL100687,GA,1.0,3,3,25000,5000,2380.09,tier_4
POL100688,FL,1.0,3,0,15000,10000,1226.92,tier_3
POL100689,CA,3.0,3,1,25000,10000,2167.06,tier_3
POL100690,FL,2.0,4,0,50000,5000,1479.03,tier_2
POL100691,CA,2.0,2,0,50000,10000,1593.88,tier_4
POL100692,CA,2.0,3,1,15000,10000,1535.32,tier_2
POL100693,FL,3.0,5,0,25000,5000,1901.05,tier_2
POL100694,AZ,2.0,3,1,25000,5000,2018.49,tier_4
POL100695,CA,2.0,4,1,15000,25000,1812.68,tier_3
POL100696,AZ,2.0,2,1,25000,10000,1586.31,tier_3
POL100697,NV,2.0,3,1,15000,10000,1906.78,tier_3
POL100698,NV,1.0,3,1,15000,10000,1648.73,tier_3
POL100699,TX,2.0,3,1,50000,25000,1548.07,tier_2
POL100700,TX,1.0,3,1,15000,25000,1497.48,tier_2
POL100701,CA,3.0,4,1,50000,25000,1953.58,tier_2
POL100702,TX,1.0,3,0,15000,10000,1027.09,tier_1
POL100703,TX,1.0,2,2,25000,10000,1917.9,tier_4
POL100704,TX,1.0,3,3,25000,10000,1849.74,tier_2
POL100705,CA,3.0,3,2,50000,10000,2191.29,tier_3
POL100706,CA,1.0,1,4,50000,10000,2339.48,tier_4
POL100707,GA,2.0,2,4,25000,5000,2786.22,tier_4
POL100708,AZ,3.0,5,0,25000,10000,1657.36,tier_2
POL100709,TX,1.0,1,0,15000,10000,1009.91,tier_3
POL100710,GA,2.0,2,1,25000,5000,1864.84,tier_4
POL100711,TX,1.0,3,3,15000,10000,2169.39,tier_3
POL100712,TX,1.0,2,1,25000,25000,1485.42,tier_4
POL100713,AZ,2.0,2,1,15000,10000,1858.17,tier_4
POL100714,FL,3.0,3,0,100000,25000,1980.75,tier_4
POL100715,TX,1.0,1,0,25000,10000,979.36,tier_2
POL100716,TX,2.0,4,1,25000,25000,1940.3,tier_3
POL100717,FL,1.0,2,0,25000,25000,1083.67,tier_1
POL100718,FL,2.0,4,2,25000,5000,2252.29,tier_3
POL100719,TX,2.0,2,0,15000,50000,1565.93,tier_4
POL100720,FL,2.0,3,1,100000,5000,1814.37,tier_3
POL100721,TX,2.0,2,1,50000,10000,1408.4,tier_2
POL100722,FL,1.0,2,0,15000,25000,1004.05,tier_1
POL100723,CA,2.0,3,0,50000,10000,1660.06,tier_4
POL100724,AZ,2.0,4,0,25000,10000,1269.49,tier_1
POL100725,NV,2.0,3,0,15000,10000,1259.48,tier_1
POL100726,TX,1.0,3,1,25000,5000,1484.94,tier_2
POL100727,NV,2.0,3,1,15000,5000,1233.08,tier_1
POL100728,CA,1.0,1,0,15000,5000,1142.83,tier_3
POL100729,TX,1.0,3,0,50000,5000,1314.09,tier_3
POL100730,FL,1.0,2,0,15000,10000,868.87,tier_2
POL100731,FL,,2,0,100000,10000,846.85,tier_1
POL100732,NV,2.0,4,0,50000,10000,1209.5,tier_1
POL100733,GA,1.0,3,2,50000,25000,1599.58,tier_2
POL100734,TX,3.0,3,0,25000,5000,1386.15,tier_1
POL100735,TX,2.0,4,0,50000,10000,1745.82,tier_3
POL100736,FL,2.0,4,1,25000,25000,1654.29,tier_2
POL100737,TX,2.0,4,2,25000,50000,1827.32,tier_2
POL100738,CA,2.0,2,0,25000,10000,1182.89,tier_2
POL100739,GA,2.0,3,0,100000,5000,1352.11,tier_2
POL100740,AZ,3.0,4,1,15000,25000,1729.62,tier_1
POL100741,GA,2.0,3,0,25000,50000,1153.67,tier_1
POL100742,CA,2.0,3,3,50000,10000,2719.32,tier_4
POL100743,CA,2.0,3,1,25000,5000,1367.43,tier_1
POL100744,FL,2.0,3,1,50000,5000,1720.07,tier_3
POL100745,GA,1.0,3,0,25000,10000,1279.9,tier_3
POL100746,CA,2.0,3,1,15000,50000,1661.11,tier_2
POL100747,CA,2.0,2,0,25000,25000,1206.71,tier_2
POL100748,CA,3.0,3,1,25000,10000,2252.47,tier_4
POL100749,AZ,2.0,4,1,15000,10000,2314.32,tier_4
POL100750,AZ,2.0,4,0,15000,25000,1662.63,tier_2
POL100751,NV,4.0,5,1,15000,10000,2228.07,tier_2
POL100752,CA,2.0,2,0,50000,25000,1322.88,tier_2
POL100753,NV,1.0,3,2,100000,10000,1918.07,tier_3
POL100754,FL,1.0,1,3,25000,10000,1730.52,tier_3
POL100755,CA,1.0,2,4,15000,10000,1913.26,tier_2
POL100756,TX,1.0,1,2,25000,10000,1229.73,tier_2
POL100757,FL,2.0,2,0,50000,50000,1583.38,tier_4
POL100758,TX,2.0,4,0,50000,10000,1286.27,tier_1
POL100759,GA,2.0,3,1,25000,10000,1759.75,tier_3
POL100760,FL,1.0,1,1,15000,10000,1214.26,tier_3
POL100761,TX,2.0,3,0,100000,10000,1196.35,tier_1
POL100762,NV,1.0,1,0,50000,10000,857.49,tier_1
POL100763,NV,4.0,5,0,15000,25000,1790.09,tier_1
POL100764,CA,1.0,2,1,50000,10000,1483.73,tier_4
POL100765,FL,2.0,3,1,15000,10000,1356.83,tier_1
POL100766,TX,1.0,3,2,15000,10000,1472.1,tier_2
POL100767,TX,2.0,2,0,50000,5000,1122.75,tier_1
POL100768,NV,1.0,1,0,25000,25000,855.03,tier_1
POL100769,FL,2.0,3,2,25000,10000,2067.81,tier_3
POL100770,TX,1.0,3,0,100000,10000,1093.32,tier_2
POL100771,CA,3.0,4,2,50000,25000,2432.98,tier_3
POL100772,FL,2.0,2,3,15000,25000,2108.04,tier_3
POL100773,TX,2.0,4,0,25000,25000,1849.05,tier_4
POL100774,GA,3.0,4,0,50000,10000,1573.56,tier_1
POL100775,FL,4.0,4,3,25000,10000,3381.53,tier_4
POL100776,AZ,1.0,2,2,100000,25000,1760.66,tier_3
POL100777,TX,1.0,1,1,50000,10000,1066.54,tier_2
POL100778,AZ,1.0,3,4,15000,10000,2784.35,tier_4
POL100779,CA,1.0,1,3,15000,10000,2007.35,tier_4
POL100780,TX,2.0,3,0,50000,25000,1404.8,tier_2
POL100781,CA,4.0,5,1,100000,5000,2861.47,tier_4
POL100782,CA,4.0,4,3,15000,10000,2860.96,tier_3
POL100783,GA,2.0,3,1,15000,5000,1588.2,tier_3
POL100784,NV,2.0,2,2,50000,10000,2154.74,tier_4
POL100785,FL,3.0,4,0,15000,25000,1677.24,tier_2
POL100786,FL,3.0,5,0,15000,10000,2331.85,tier_4
POL100787,FL,1.0,3,1,100000,10000,1530.03,tier_2
POL100788,FL,2.0,2,0,50000,50000,1501.99,tier_4
POL100789,AZ,3.0,3,0,100000,25000,1710.1,tier_3
POL100790,FL,1.0,2,1,50000,10000,1172.59,tier_2
POL100791,NV,2.0,4,4,25000,50000,2314.58,tier_2
POL100792,TX,4.0,5,1,100000,10000,2297.92,tier_2
POL100793,GA,4.0,4,0,25000,25000,1807.13,tier_1
POL100794,CA,3.0,3,0,15000,5000,1332.18,tier_1
POL100795,TX,3.0,3,0,100000,10000,1476.79,tier_2
POL100796,GA,1.0,1,1,50000,10000,913.39,tier_1
POL100797,CA,1.0,2,1,100000,5000,1360.53,tier_2
POL100798,CA,2.0,4,2,15000,10000,2291.29,tier_3
POL100799,TX,2.0,2,3,100000,5000,2138.99,tier_3
POL100800,TX,2.0,4,0,25000,10000,1573.33,tier_3
POL100801,GA,2.0,3,1,50000,5000,1458.68,tier_2
POL100802,AZ,1.0,2,0,100000,5000,1366.9,tier_4
POL100803,FL,2.0,4,1,25000,50000,1990.69,tier_3
POL100804,GA,1.0,1,0,50000,25000,636.63,tier_1
POL100805,NV,1.0,3,0,50000,50000,1022.44,tier_1
POL100806,GA,1.0,1,0,50000,10000,1163.56,tier_3
POL100807,TX,1.0,2,1,100000,5000,1231.01,tier_2
POL100808,FL,3.0,5,1,50000,10000,2436.62,tier_3
POL100809,CA,2.0,3,1,15000,10000,2118.27,tier_4
POL100810,CA,1.0,1,0,15000,5000,720.09,tier_1
POL100811,NV,2.0,3,0,100000,25000,1195.87,tier_1
POL100812,CA,2.0,3,1,100000,10000,2052.16,tier_4
POL100813,FL,1.0,1,2,100000,25000,1449.04,tier_3
POL100814,NV,1.0,3,0,15000,10000,967.31,tier_1
POL100815,CA,1.0,1,2,25000,10000,1887.58,tier_4
POL100816,FL,2.0,3,3,50000,10000,2559.62,tier_4
POL100817,NV,1.0,2,1,50000,50000,1519.67,tier_3
POL100818,GA,1.0,1,1,15000,10000,1240.9,tier_3
POL100819,TX,1.0,3,3,25000,5000,1819.57,tier_2
POL100820,GA,2.0,3,0,15000,5000,1268.51,tier_1
POL100821,AZ,1.0,1,2,25000,10000,1479.12,tier_3
POL100822,NV,3.0,4,0,15000,50000,1717.77,tier_2
POL100823,TX,1.0,2,1,15000,50000,1254.05,tier_3
POL100824,NV,2.0,3,1,15000,25000,2100.48,tier_4
POL100825,AZ,2.0,4,1,100000,50000,1329.17,tier_1
POL100826,TX,2.0,3,0,50000,25000,1522.72,tier_3
POL100827,GA,1.0,3,1,100000,10000,1453.36,tier_2
POL100828,GA,3.0,4,0,25000,10000,2247.1,tier_4
POL100829,FL,3.0,4,0,25000,5000,1559.14,tier_2
POL100830,NV,1.0,1,1,25000,5000,1178.58,tier_3
POL100831,FL,1.0,2,0,25000,10000,1117.46,tier_3
POL100832,AZ,3.0,3,1,25000,5000,1774.58,tier_2
POL100833,AZ,2.0,4,1,50000,50000,1771.29,tier_3
POL100834,CA,1.0,3,0,50000,50000,1324.88,tier_3
POL100835,CA,1.0,3,0,50000,10000,1352.47,tier_3
POL100836,TX,2.0,4,0,15000,25000,1667.94,tier_3
POL100837,GA,2.0,2,0,25000,10000,1645.45,tier_4
POL100838,TX,2.0,2,0,15000,5000,1237.02,tier_2
POL100839,GA,4.0,5,3,15000,10000,2983.96,tier_3
POL100840,FL,2.0,3,0,50000,5000,1056.17,tier_1
POL100841,TX,1.0,1,2,25000,10000,1770.84,tier_4
POL100842,GA,2.0,2,1,50000,5000,1562.99,tier_3
POL100843,FL,1.0,3,0,15000,5000,1111.09,tier_2
POL100844,TX,1.0,2,2,100000,5000,1370.73,tier_1
POL100845,CA,1.0,1,2,100000,50000,1879.97,tier_4
POL100846,CA,1.0,3,1,25000,5000,1377.51,tier_2
POL100847,CA,2.0,2,4,50000,10000,2447.1,tier_3
POL100848,TX,1.0,2,0,15000,10000,808.22,tier_1
POL100849,FL,2.0,2,0,50000,10000,1621.67,tier_4
POL100850,TX,2.0,3,1,50000,10000,1564.66,tier_2
POL100851,CA,2.0,3,1,50000,5000,1674.23,tier_2
POL100852,TX,2.0,4,1,50000,10000,2189.66,tier_4
POL100853,TX,3.0,4,2,25000,10000,2753.26,tier_4
POL100854,GA,2.0,2,0,50000,25000,1308.0,tier_2
POL100855,TX,1.0,1,2,50000,10000,1522.18,tier_3
POL100856,CA,2.0,2,1,15000,10000,1549.75,tier_3
POL100857,FL,2.0,3,1,15000,10000,2279.99,tier_4
POL100858,GA,1.0,1,1,50000,5000,1026.57,tier_2
POL100859,AZ,1.0,2,1,25000,10000,1422.5,tier_3
POL100860,AZ,1.0,3,3,25000,5000,2111.47,tier_3
POL100861,GA,2.0,4,1,100000,10000,1966.75,tier_3
POL100862,FL,1.0,2,3,50000,25000,2205.67,tier_4
POL100863,GA,1.0,3,1,25000,5000,1562.3,tier_3
POL100864,CA,3.0,5,0,25000,5000,1609.28,tier_1
POL100865,AZ,3.0,4,2,25000,25000,2678.95,tier_4
POL100866,AZ,1.0,3,1,50000,10000,1997.47,tier_4
POL100867,GA,3.0,3,3,25000,25000,2872.4,tier_4
