message_id,claim_id,message_timestamp,sender_type,sentiment_score,response_latency_minutes,escalation_flag
MSG025800,CLM200258,2024-09-30 21:48:00,claimant,0.061,50.6,0
MSG025801,CLM200258,2024-09-19 17:59:00,claimant,0.41,167.8,0
MSG025802,CLM200258,2024-09-30 23:56:00,insured,0.832,27.1,0
MSG025900,CLM200259,2024-06-30 23:22:00,adjuster,0.012,44.6,0
MSG025901,CLM200259,2024-07-24 22:32:00,claimant,0.149,90.0,1
MSG026000,CLM200260,2024-10-28 07:44:00,adjuster,0.309,147.6,0
MSG026001,CLM200260,2024-11-13 22:45:00,claimant,-0.448,75.1,0
MSG026100,CLM200261,2024-10-11 00:45:00,attorney,-0.34,188.2,0
MSG026101,CLM200261,2024-10-05 20:11:00,claimant,-0.347,45.3,0
MSG026102,CLM200261,2024-09-30 17:38:00,insured,0.323,34.3,0
MSG026103,CLM200261,2024-10-22 21:09:00,insured,0.092,111.1,1
MSG026200,CLM200262,2024-05-30 08:02:00,adjuster,-0.004,262.7,0
MSG026300,CLM200263,2024-09-10 10:56:00,claimant,0.156,62.7,0
MSG026301,CLM200263,2024-09-02 10:10:00,claimant,0.109,12.6,0
MSG026302,CLM200263,2024-09-06 22:09:00,adjuster,0.354,117.7,0
MSG026400,CLM200264,2024-11-05 08:27:00,adjuster,-0.232,123.0,0
MSG026500,CLM200265,2024-07-27 14:34:00,insured,-0.098,59.5,0
MSG026501,CLM200265,2024-07-06 21:20:00,adjuster,-0.527,130.3,0
MSG026502,CLM200265,2024-07-04 21:32:00,insured,-0.707,64.0,0
MSG026503,CLM200265,2024-07-10 16:01:00,claimant,-0.385,114.4,0
MSG026600,CLM200266,2024-09-20 08:21:00,attorney,0.081,31.9,0
MSG026601,CLM200266,2024-10-14 21:57:00,adjuster,0.135,67.7,0
MSG026602,CLM200266,2024-10-12 18:23:00,adjuster,-0.258,77.2,0
MSG026700,CLM200267,2024-03-05 11:08:00,claimant,-0.355,11.9,0
MSG026701,CLM200267,2024-03-21 20:59:00,adjuster,-0.649,87.9,0
MSG026800,CLM200268,2024-06-22 05:33:00,insured,-0.201,14.0,0
MSG026801,CLM200268,2024-06-21 00:41:00,adjuster,0.289,84.2,0
MSG026802,CLM200268,2024-06-06 14:00:00,claimant,-0.611,347.0,0
MSG026803,CLM200268,2024-06-07 11:41:00,adjuster,-0.277,61.2,0
MSG026804,CLM200268,2024-06-08 12:25:00,adjuster,-0.097,84.2,0
MSG026805,CLM200268,2024-06-02 08:07:00,claimant,-0.28,72.6,0
MSG026806,CLM200268,2024-07-02 01:29:00,insured,-0.019,111.5,1
MSG026900,CLM200269,2024-10-20 22:06:00,insured,-0.203,251.6,0
MSG027000,CLM200270,2024-12-03 00:06:00,claimant,-0.12,71.3,0
MSG027001,CLM200270,2024-12-01 08:13:00,claimant,0.233,95.2,0
MSG027002,CLM200270,2025-01-03 03:10:00,claimant,-0.199,81.9,0
MSG027003,CLM200270,2025-01-02 01:21:00,claimant,-0.038,42.2,0
MSG027004,CLM200270,2024-12-10 04:19:00,insured,0.078,72.9,0
MSG027100,CLM200271,2024-09-25 12:57:00,adjuster,-0.248,246.5,0
MSG027101,CLM200271,2024-09-24 19:28:00,insured,-0.279,127.9,0
MSG027102,CLM200271,2024-09-04 00:17:00,attorney,-0.168,259.3,1
MSG027103,CLM200271,2024-09-22 16:23:00,adjuster,-0.09,257.7,0
MSG027104,CLM200271,2024-09-26 10:26:00,attorney,-0.365,179.4,0
MSG027105,CLM200271,2024-09-19 21:33:00,adjuster,-0.235,19.9,0
MSG027106,CLM200271,2024-09-23 00:27:00,attorney,-0.193,10.7,0
MSG027107,CLM200271,2024-09-28 22:16:00,attorney,-0.874,145.3,1
MSG027200,CLM200272,2024-09-16 17:11:00,insured,0.262,234.9,0
MSG027300,CLM200273,2024-06-01 15:33:00,adjuster,-0.203,66.3,0
MSG027301,CLM200273,2024-06-15 14:15:00,claimant,0.086,40.0,0
MSG027302,CLM200273,2024-05-13 02:46:00,claimant,-0.668,55.0,1
MSG027303,CLM200273,2024-05-15 21:06:00,claimant,-0.681,169.5,1
MSG027304,CLM200273,2024-05-30 13:58:00,claimant,-0.479,223.2,0
MSG027305,CLM200273,2024-06-12 07:03:00,attorney,0.131,105.9,0
MSG027306,CLM200273,2024-06-15 20:35:00,claimant,-0.1,118.5,0
MSG027307,CLM200273,2024-05-15 16:04:00,adjuster,0.453,121.8,0
MSG027308,CLM200273,2024-06-13 01:54:00,adjuster,-0.464,24.9,1
MSG027309,CLM200273,2024-06-13 08:02:00,adjuster,-0.268,68.0,0
MSG027310,CLM200273,2024-06-05 16:36:00,adjuster,0.104,75.9,0
MSG027400,CLM200274,2024-10-06 04:01:00,adjuster,-0.016,44.5,1
MSG027401,CLM200274,2024-09-18 11:22:00,adjuster,0.184,21.3,0
MSG027500,CLM200275,2024-06-25 18:00:00,insured,-0.276,84.6,0
MSG027501,CLM200275,2024-06-17 10:40:00,claimant,-0.403,104.1,0
MSG027502,CLM200275,2024-06-11 01:59:00,claimant,-0.091,285.9,0
MSG027503,CLM200275,2024-06-30 01:05:00,claimant,-0.36,330.6,0
MSG027504,CLM200275,2024-06-02 04:07:00,claimant,-0.293,277.8,0
MSG027505,CLM200275,2024-05-31 16:21:00,adjuster,-0.054,255.0,0
MSG027600,CLM200276,2024-02-10 05:25:00,adjuster,-0.141,355.0,1
MSG027601,CLM200276,2024-02-27 20:53:00,claimant,-0.219,97.8,0
MSG027700,CLM200277,2024-04-10 10:30:00,attorney,-0.442,68.8,0
MSG027701,CLM200277,2024-04-22 03:27:00,adjuster,-0.047,55.6,0
MSG027800,CLM200278,2024-08-23 08:05:00,claimant,-0.418,75.4,0
MSG027801,CLM200278,2024-09-04 07:28:00,adjuster,-0.308,154.5,1
MSG027802,CLM200278,2024-08-18 06:15:00,attorney,-0.233,129.1,0
MSG027803,CLM200278,2024-09-09 12:45:00,adjuster,-0.312,53.3,0
MSG027804,CLM200278,2024-08-24 13:42:00,attorney,-0.489,63.9,0
MSG027805,CLM200278,2024-09-03 18:52:00,claimant,0.028,89.6,0
MSG027806,CLM200278,2024-09-11 23:31:00,claimant,-0.091,342.0,0
MSG027900,CLM200279,2025-01-03 20:07:00,claimant,-0.265,260.0,0
MSG027901,CLM200279,2025-01-20 03:00:00,claimant,0.363,69.0,0
MSG027902,CLM200279,2024-12-24 04:07:00,insured,0.113,81.8,0
MSG027903,CLM200279,2024-12-24 00:34:00,adjuster,0.419,72.8,0
MSG028000,CLM200280,2024-07-16 23:52:00,attorney,-0.212,117.6,0
MSG028100,CLM200281,2024-12-21 06:28:00,claimant,0.273,7.0,0
MSG028200,CLM200282,2024-10-25 21:37:00,attorney,-0.819,202.3,0
MSG028201,CLM200282,2024-11-03 17:02:00,claimant,-0.006,74.4,0
MSG028300,CLM200283,2024-08-04 00:38:00,adjuster,-0.162,15.3,0
MSG028400,CLM200284,2024-11-28 09:49:00,adjuster,-0.194,28.8,0
MSG028401,CLM200284,2024-11-15 15:34:00,claimant,-0.436,102.3,0
MSG028500,CLM200285,2024-06-27 18:12:00,claimant,-0.171,205.5,1
MSG028501,CLM200285,2024-06-01 19:59:00,claimant,-0.197,107.7,0
MSG028502,CLM200285,2024-07-10 11:21:00,claimant,-0.523,170.6,0
MSG028503,CLM200285,2024-06-09 08:31:00,insured,-0.146,76.9,0
MSG028600,CLM200286,2024-07-01 20:06:00,adjuster,0.036,99.8,0
MSG028601,CLM200286,2024-06-25 09:54:00,insured,-0.038,51.6,0
MSG028602,CLM200286,2024-07-04 22:09:00,insured,0.132,107.3,0
MSG028603,CLM200286,2024-06-23 09:44:00,claimant,0.606,33.1,0
MSG028700,CLM200287,2024-10-29 23:48:00,claimant,0.408,74.9,0
MSG028701,CLM200287,2024-11-02 07:50:00,adjuster,-0.369,104.2,0
MSG028702,CLM200287,2024-10-04 12:06:00,attorney,-0.356,37.2,0
MSG028703,CLM200287,2024-10-14 11:04:00,attorney,-0.728,24.0,0
MSG028800,CLM200288,2024-08-22 06:08:00,claimant,0.308,100.8,0
MSG028801,CLM200288,2024-08-30 06:29:00,insured,0.182,86.9,0
MSG028900,CLM200289,2024-07-15 14:19:00,attorney,0.304,161.6,0
MSG028901,CLM200289,2024-08-12 08:40:00,adjuster,-0.308,57.8,1
MSG028902,CLM200289,2024-07-26 23:10:00,claimant,-0.145,30.3,0
MSG028903,CLM200289,2024-07-20 00:07:00,insured,0.001,95.8,0
MSG028904,CLM200289,2024-07-16 14:02:00,adjuster,0.337,32.3,0
MSG028905,CLM200289,2024-08-12 12:33:00,claimant,0.157,60.8,0
MSG029000,CLM200290,2024-06-29 20:19:00,attorney,-0.076,112.3,0
MSG029001,CLM200290,2024-07-03 10:34:00,adjuster,0.127,282.0,0
MSG029002,CLM200290,2024-06-28 09:28:00,adjuster,-0.347,222.0,1
MSG029003,CLM200290,2024-06-30 18:16:00,claimant,-0.465,88.8,0
MSG029004,CLM200290,2024-06-25 18:27:00,insured,-0.904,46.8,0
MSG029005,CLM200290,2024-06-13 11:54:00,adjuster,-0.377,298.4,0
MSG029006,CLM200290,2024-06-11 03:12:00,adjuster,-0.403,28.3,0
MSG029007,CLM200290,2024-07-16 15:32:00,adjuster,-0.649,16.1,0
MSG029008,CLM200290,2024-06-13 19:56:00,adjuster,-0.782,91.5,0
MSG029009,CLM200290,2024-07-13 10:06:00,attorney,0.073,49.7,1
MSG029010,CLM200290,2024-06-23 08:49:00,attorney,-0.068,48.5,0
MSG029011,CLM200290,2024-06-20 14:25:00,adjuster,-0.284,126.8,0
MSG029100,CLM200291,2025-01-25 05:30:00,adjuster,-0.074,8.9,0
MSG029101,CLM200291,2025-02-01 21:38:00,adjuster,0.242,59.5,0
MSG029102,CLM200291,2025-01-25 18:49:00,insured,-0.058,123.1,0
MSG029200,CLM200292,2024-02-07 19:14:00,adjuster,-0.049,178.6,0
MSG029201,CLM200292,2024-02-01 12:35:00,insured,-0.402,363.7,1
MSG029202,CLM200292,2024-01-31 21:16:00,insured,-0.243,230.5,0
MSG029203,CLM200292,2024-02-06 20:03:00,adjuster,0.096,26.1,0
MSG029204,CLM200292,2024-03-03 06:27:00,adjuster,-0.242,51.1,0
MSG029205,CLM200292,2024-03-04 19:24:00,claimant,-0.118,49.4,0
MSG029300,CLM200293,2024-02-15 22:15:00,claimant,-0.156,114.6,0
MSG029301,CLM200293,2024-01-30 17:30:00,adjuster,0.022,93.5,0
MSG029302,CLM200293,2024-02-11 19:46:00,adjuster,-0.361,53.1,0
MSG029303,CLM200293,2024-03-02 12:46:00,insured,-0.101,69.9,0
MSG029304,CLM200293,2024-02-14 20:38:00,adjuster,-0.003,38.6,0
MSG029400,CLM200294,2024-07-02 16:51:00,adjuster,-0.175,93.1,0
MSG029500,CLM200295,2024-02-13 16:53:00,adjuster,-0.273,110.5,0
MSG029501,CLM200295,2024-02-23 17:32:00,insured,-0.253,119.3,1
MSG029502,CLM200295,2024-02-14 00:22:00,adjuster,-0.674,237.5,0
MSG029503,CLM200295,2024-02-14 18:21:00,attorney,-0.476,99.9,0
MSG029504,CLM200295,2024-01-25 00:27:00,claimant,-0.108,100.9,0
MSG029505,CLM200295,2024-02-07 02:44:00,adjuster,-0.229,64.3,0
MSG029506,CLM200295,2024-02-22 22:37:00,attorney,0.245,83.5,0
MSG029600,CLM200296,2024-06-11 10:05:00,insured,-0.219,49.7,0
MSG029601,CLM200296,2024-05-15 06:15:00,adjuster,0.056,47.2,0
MSG029602,CLM200296,2024-05-23 00:25:00,claimant,-0.147,167.0,0
MSG029603,CLM200296,2024-05-24 19:07:00,claimant,-0.085,56.7,0
MSG029700,CLM200297,2024-08-26 08:28:00,insured,-0.436,46.2,0
MSG029701,CLM200297,2024-08-25 15:46:00,adjuster,0.292,20.0,0
MSG029800,CLM200298,2024-06-03 21:00:00,claimant,-0.732,55.5,0
MSG029801,CLM200298,2024-07-04 17:18:00,attorney,-0.313,47.3,0
MSG029802,CLM200298,2024-06-11 05:06:00,insured,-0.165,22.6,0
MSG029900,CLM200299,2024-03-26 02:46:00,adjuster,0.029,46.9,0
MSG029901,CLM200299,2024-04-06 09:18:00,attorney,-0.101,106.9,0
MSG030000,CLM200300,2024-04-23 20:17:00,adjuster,-0.508,113.3,0
MSG030001,CLM200300,2024-05-13 09:50:00,insured,0.238,120.8,1
MSG030002,CLM200300,2024-05-24 08:39:00,insured,-0.193,76.5,0
MSG030003,CLM200300,2024-05-08 08:28:00,attorney,-0.653,63.5,0
MSG030004,CLM200300,2024-04-28 18:34:00,claimant,-0.362,216.3,0
MSG030005,CLM200300,2024-05-21 21:02:00,claimant,-0.208,216.2,0
MSG030006,CLM200300,2024-04-30 02:11:00,claimant,-0.337,237.9,0
MSG030100,CLM200301,2024-08-15 22:16:00,adjuster,-0.004,93.2,0
MSG030101,CLM200301,2024-08-24 00:34:00,claimant,-0.43,82.1,0
MSG030200,CLM200302,2024-12-21 10:22:00,adjuster,0.188,32.3,0
MSG030300,CLM200303,2024-10-21 11:37:00,claimant,-0.187,285.0,0
MSG030301,CLM200303,2024-11-11 09:47:00,claimant,-0.209,143.4,0
MSG030400,CLM200304,2024-07-31 13:32:00,claimant,-0.148,64.4,0
MSG030401,CLM200304,2024-08-03 14:37:00,adjuster,0.116,70.3,0
MSG030402,CLM200304,2024-08-01 17:40:00,adjuster,0.259,83.7,0
MSG030403,CLM200304,2024-08-15 23:34:00,insured,-0.091,24.6,0
MSG030500,CLM200305,2024-03-16 15:39:00,claimant,-0.169,61.9,1
MSG030501,CLM200305,2024-02-22 04:09:00,claimant,0.139,3.0,0
MSG030502,CLM200305,2024-03-12 20:14:00,insured,0.054,29.1,0
MSG030503,CLM200305,2024-03-08 18:33:00,attorney,0.101,91.4,1
MSG030504,CLM200305,2024-02-22 17:37:00,claimant,-0.229,142.7,0
MSG030505,CLM200305,2024-03-19 00:26:00,adjuster,0.007,180.4,0
MSG030506,CLM200305,2024-03-15 13:12:00,claimant,-0.083,85.5,0
MSG030507,CLM200305,2024-03-02 13:15:00,insured,0.005,125.2,0
MSG030508,CLM200305,2024-03-02 20:22:00,claimant,0.271,29.8,0
MSG030600,CLM200306,2024-04-25 22:11:00,claimant,-0.757,78.4,0
MSG030601,CLM200306,2024-04-09 10:34:00,claimant,-0.253,98.2,0
MSG030700,CLM200307,2024-06-19 10:49:00,claimant,0.123,101.5,0
MSG030701,CLM200307,2024-06-21 06:41:00,adjuster,0.276,151.0,0
MSG030702,CLM200307,2024-06-12 03:03:00,insured,0.048,128.2,0
MSG030703,CLM200307,2024-07-05 18:09:00,adjuster,0.365,242.2,1
MSG030704,CLM200307,2024-06-21 18:58:00,adjuster,-0.382,131.4,0
MSG030705,CLM200307,2024-06-17 05:04:00,insured,0.187,100.5,0
MSG030800,CLM200308,2024-05-03 10:58:00,attorney,-0.175,363.9,0
MSG030801,CLM200308,2024-04-06 22:24:00,adjuster,0.296,15.3,0
MSG030802,CLM200308,2024-04-26 19:38:00,claimant,-0.129,43.3,0
MSG030900,CLM200309,2024-09-18 13:37:00,adjuster,-0.488,126.5,0
MSG030901,CLM200309,2024-09-19 16:10:00,claimant,-0.232,37.0,0
MSG030902,CLM200309,2024-10-19 16:22:00,claimant,-0.155,153.6,0
MSG030903,CLM200309,2024-09-24 08:27:00,adjuster,-0.156,43.5,0
MSG030904,CLM200309,2024-10-04 10:00:00,claimant,-0.512,56.2,0
MSG030905,CLM200309,2024-10-19 06:32:00,attorney,0.469,123.8,0
MSG031000,CLM200310,2024-05-21 11:37:00,claimant,-0.134,100.9,0
MSG031100,CLM200311,2024-11-21 20:39:00,insured,-0.283,459.1,0
MSG031101,CLM200311,2024-12-07 08:15:00,claimant,0.191,23.3,0
MSG031200,CLM200312,2024-04-26 12:24:00,adjuster,-0.077,101.8,0
MSG031201,CLM200312,2024-04-16 04:40:00,claimant,-0.416,83.3,0
MSG031202,CLM200312,2024-05-17 19:23:00,claimant,-0.001,162.1,0
MSG031203,CLM200312,2024-05-18 09:39:00,claimant,0.182,17.6,0
MSG031204,CLM200312,2024-04-22 12:27:00,insured,-0.062,29.8,0
MSG031300,CLM200313,2024-07-17 00:41:00,claimant,0.193,154.2,0
MSG031301,CLM200313,2024-07-29 21:11:00,insured,0.622,156.0,0
MSG031302,CLM200313,2024-07-25 16:27:00,claimant,-0.029,85.3,0
MSG031303,CLM200313,2024-07-27 17:23:00,claimant,0.082,235.4,0
MSG031400,CLM200314,2024-10-22 08:43:00,insured,0.39,44.7,0
MSG031401,CLM200314,2024-09-27 00:20:00,adjuster,0.162,24.8,0
MSG031402,CLM200314,2024-09-24 15:55:00,claimant,-0.234,19.3,0
MSG031500,CLM200315,2024-04-24 04:23:00,attorney,0.3,86.0,0
MSG031501,CLM200315,2024-03-23 16:23:00,claimant,-0.267,146.6,0
MSG031502,CLM200315,2024-03-20 21:20:00,claimant,-0.381,31.8,0
MSG031503,CLM200315,2024-04-10 00:59:00,adjuster,-0.003,34.4,0
MSG031504,CLM200315,2024-04-17 19:23:00,adjuster,-0.145,106.4,0
MSG031600,CLM200316,2024-11-03 19:04:00,adjuster,0.186,73.1,0
MSG031601,CLM200316,2024-10-16 06:49:00,claimant,-0.405,41.5,0
MSG031700,CLM200317,2024-08-16 11:14:00,adjuster,0.369,382.2,0
MSG031800,CLM200318,2024-09-27 17:04:00,insured,-0.118,67.8,0
MSG031801,CLM200318,2024-09-16 17:57:00,claimant,0.043,342.5,1
MSG031802,CLM200318,2024-10-05 05:01:00,,-0.357,147.9,0
MSG031803,CLM200318,2024-08-30 15:59:00,attorney,-0.284,346.9,0
MSG031900,CLM200319,2024-06-21 10:27:00,claimant,0.237,151.9,0
MSG032000,CLM200320,2024-12-21 01:33:00,adjuster,0.262,99.0,0
MSG032001,CLM200320,2024-12-14 23:20:00,insured,0.055,47.3,0
MSG032002,CLM200320,2024-12-24 10:46:00,claimant,0.007,56.7,0
MSG032100,CLM200321,2024-10-24 03:08:00,,0.138,12.6,0
MSG032200,CLM200322,2024-04-03 18:11:00,adjuster,0.375,127.1,0
MSG032201,CLM200322,2024-03-21 22:29:00,claimant,0.084,153.2,0
MSG032300,CLM200323,2024-08-03 08:15:00,attorney,-0.173,33.5,0
MSG032301,CLM200323,2024-08-03 22:29:00,claimant,-0.349,147.2,0
MSG032302,CLM200323,2024-08-20 09:11:00,adjuster,0.1,134.5,0
MSG032400,CLM200324,2024-12-15 12:05:00,adjuster,0.187,109.9,0
MSG032401,CLM200324,2024-12-15 13:09:00,claimant,-0.432,287.6,1
MSG032402,CLM200324,2024-12-24 13:28:00,claimant,0.172,130.0,0
MSG032403,CLM200324,2025-01-03 04:00:00,adjuster,-0.386,163.4,1
MSG032404,CLM200324,2025-01-03 10:29:00,claimant,-0.286,87.7,0
MSG032405,CLM200324,2024-11-29 04:06:00,insured,-0.053,98.0,0
MSG032406,CLM200324,2024-12-06 21:11:00,insured,0.394,90.2,0
MSG032407,CLM200324,2024-12-30 14:23:00,adjuster,0.095,135.7,0
MSG032500,CLM200325,2024-05-04 17:50:00,claimant,-0.049,60.2,0
MSG032600,CLM200326,2024-08-04 09:45:00,adjuster,0.102,242.8,0
MSG032601,CLM200326,2024-08-11 18:40:00,claimant,-0.16,106.9,0
MSG032700,CLM200327,2024-10-25 07:45:00,claimant,0.171,74.8,0
MSG032701,CLM200327,2024-10-14 18:17:00,insured,0.177,50.5,0
MSG032800,CLM200328,2024-05-10 19:56:00,insured,0.341,57.3,0
MSG032900,CLM200329,2024-08-12 07:30:00,attorney,-0.204,84.3,0
MSG033000,CLM200330,2024-08-28 19:18:00,adjuster,0.312,103.0,0
MSG033001,CLM200330,2024-08-14 12:24:00,adjuster,-0.51,13.6,0
MSG033100,CLM200331,2024-04-14 14:57:00,attorney,-0.186,8.1,0
MSG033200,CLM200332,2024-04-13 04:10:00,adjuster,-0.143,67.2,0
MSG033201,CLM200332,2024-03-11 13:07:00,claimant,0.018,65.9,0
MSG033300,CLM200333,2024-08-22 00:00:00,adjuster,-0.318,85.7,0
MSG033400,CLM200334,2024-04-15 11:06:00,adjuster,-0.235,8.0,0
MSG033401,CLM200334,2024-03-09 19:45:00,insured,-0.091,134.2,0
MSG033402,CLM200334,2024-03-23 03:09:00,adjuster,-0.011,87.7,0
MSG033403,CLM200334,2024-04-13 23:54:00,claimant,0.048,187.8,0
MSG033404,CLM200334,2024-03-25 21:06:00,adjuster,-0.207,12.9,0
MSG033500,CLM200335,2024-12-30 07:14:00,claimant,0.063,38.9,0
MSG033501,CLM200335,2025-01-11 19:41:00,insured,-0.613,70.4,0
MSG033502,CLM200335,2025-01-16 07:44:00,adjuster,0.045,39.8,0
MSG033600,CLM200336,2024-07-12 01:32:00,,-0.254,65.4,0
MSG033601,CLM200336,2024-08-15 04:17:00,adjuster,-0.063,84.1,0
MSG033602,CLM200336,2024-07-27 06:35:00,adjuster,0.445,57.9,0
MSG033603,CLM200336,2024-07-27 18:52:00,insured,0.323,94.3,0
MSG033700,CLM200337,2024-10-21 23:18:00,adjuster,0.351,42.8,0
MSG033800,CLM200338,2024-06-01 16:41:00,claimant,-0.169,109.1,0
MSG033801,CLM200338,2024-06-10 20:13:00,attorney,-0.025,79.1,0
MSG033802,CLM200338,2024-06-30 09:23:00,claimant,-0.228,59.8,0
MSG033900,CLM200339,2024-05-02 13:56:00,claimant,-0.105,75.5,1
MSG033901,CLM200339,2024-05-15 16:38:00,attorney,0.017,64.1,0
MSG034000,CLM200340,2024-07-08 14:53:00,insured,-0.524,173.5,0
MSG034001,CLM200340,2024-07-22 19:13:00,adjuster,-0.195,157.6,1
MSG034002,CLM200340,2024-07-20 23:58:00,claimant,0.177,31.2,0
MSG034003,CLM200340,2024-07-16 20:02:00,claimant,-0.496,181.8,0
MSG034004,CLM200340,2024-07-03 18:17:00,adjuster,-0.199,86.8,1
MSG034005,CLM200340,2024-07-22 12:12:00,adjuster,0.154,101.3,0
MSG034100,CLM200341,2024-10-13 02:19:00,insured,-0.42,404.5,0
MSG034101,CLM200341,2024-11-01 13:32:00,attorney,-0.001,162.4,0
MSG034102,CLM200341,2024-10-04 20:35:00,adjuster,0.21,28.2,0
MSG034103,CLM200341,2024-09-27 13:58:00,claimant,0.035,77.8,1
MSG034104,CLM200341,2024-10-30 02:16:00,adjuster,-0.456,166.1,0
MSG034105,CLM200341,2024-10-12 10:24:00,adjuster,-0.17,138.3,0
MSG034200,CLM200342,2024-06-05 19:45:00,claimant,-0.33,17.4,0
MSG034300,CLM200343,2024-05-06 03:02:00,attorney,-0.322,28.8,0
MSG034301,CLM200343,2024-05-19 00:51:00,claimant,-0.217,33.3,0
MSG034400,CLM200344,2024-02-28 11:55:00,claimant,-0.056,86.3,0
MSG034500,CLM200345,2024-08-09 22:51:00,adjuster,-0.712,115.1,0
MSG034501,CLM200345,2024-08-25 15:20:00,adjuster,-0.138,82.9,0
MSG034502,CLM200345,2024-08-18 17:20:00,adjuster,0.002,3.0,0
MSG034503,CLM200345,2024-08-03 14:26:00,claimant,-0.118,25.9,1
MSG034504,CLM200345,2024-08-24 12:33:00,attorney,-0.59,148.3,0
MSG034600,CLM200346,2024-09-23 20:05:00,insured,-0.049,75.2,0
MSG034700,CLM200347,2024-08-12 21:52:00,adjuster,-0.02,141.1,1
MSG034701,CLM200347,2024-08-08 06:46:00,adjuster,-0.064,164.6,0
MSG034800,CLM200348,2024-05-05 05:35:00,adjuster,-0.276,90.3,0
MSG034801,CLM200348,2024-04-18 11:32:00,adjuster,-0.078,90.7,0
MSG034802,CLM200348,2024-05-04 07:53:00,claimant,0.079,104.6,0
MSG034803,CLM200348,2024-05-11 18:20:00,claimant,-0.427,16.9,0
MSG034900,CLM200349,2024-05-13 10:22:00,adjuster,-0.302,294.6,0
MSG034901,CLM200349,2024-04-05 01:24:00,claimant,-0.177,171.1,0
MSG034902,CLM200349,2024-04-16 21:49:00,claimant,-0.29,185.6,0
MSG034903,CLM200349,2024-04-26 23:45:00,insured,0.137,59.4,0
MSG035000,CLM200350,2024-06-04 03:39:00,claimant,-0.169,245.8,0
MSG035001,CLM200350,2024-05-26 12:41:00,claimant,-0.145,350.4,0
MSG035002,CLM200350,2024-06-17 11:51:00,adjuster,-0.533,111.7,0
MSG035100,CLM200351,2024-05-22 19:47:00,adjuster,-0.299,88.6,0
MSG035101,CLM200351,2024-05-11 00:44:00,claimant,-0.283,122.3,1
MSG035102,CLM200351,2024-05-28 00:41:00,adjuster,-0.423,45.9,0
MSG035103,CLM200351,2024-05-25 13:30:00,adjuster,-0.197,156.6,1
MSG035104,CLM200351,2024-05-27 01:10:00,claimant,-0.465,107.0,0
MSG035105,CLM200351,2024-05-19 00:31:00,insured,-0.37,55.2,0
MSG035106,CLM200351,2024-06-12 20:22:00,attorney,-0.815,115.4,1
MSG035200,CLM200352,2024-03-26 15:09:00,attorney,0.149,189.2,1
MSG035201,CLM200352,2024-04-15 14:56:00,claimant,0.156,208.5,0
MSG035202,CLM200352,2024-04-06 10:32:00,claimant,0.137,22.3,0
MSG035203,CLM200352,2024-04-18 06:00:00,claimant,-0.391,321.3,1
MSG035204,CLM200352,2024-04-06 16:06:00,claimant,0.41,132.4,0
MSG035205,CLM200352,2024-04-09 09:25:00,adjuster,-0.151,209.1,0
MSG035206,CLM200352,2024-03-23 14:42:00,adjuster,-0.403,93.9,0
MSG035207,CLM200352,2024-04-21 16:28:00,attorney,-0.653,68.3,0
MSG035208,CLM200352,2024-03-30 09:31:00,claimant,-0.761,174.5,0
MSG035209,CLM200352,2024-03-26 23:58:00,claimant,-0.464,201.1,0
MSG035300,CLM200353,2025-01-05 13:04:00,attorney,-0.091,26.5,0
MSG035400,CLM200354,2024-05-08 13:32:00,insured,0.199,9.5,0
MSG035401,CLM200354,2024-05-13 13:44:00,claimant,-0.038,15.7,0
MSG035402,CLM200354,2024-05-11 05:23:00,claimant,-0.069,37.6,1
MSG035500,CLM200355,2024-04-30 06:30:00,adjuster,0.415,56.9,0
MSG035501,CLM200355,2024-05-04 17:42:00,insured,-0.435,122.4,0
MSG035600,CLM200356,2024-09-01 01:42:00,adjuster,0.052,83.6,0
MSG035601,CLM200356,2024-08-24 23:22:00,adjuster,0.269,38.2,0
MSG035602,CLM200356,2024-09-11 01:06:00,claimant,0.425,98.4,0
MSG035700,CLM200357,2024-11-10 16:03:00,attorney,-0.061,3.0,1
MSG035701,CLM200357,2024-11-19 15:32:00,claimant,-0.249,171.5,1
MSG035702,CLM200357,2024-11-11 21:02:00,adjuster,-0.22,34.1,0
MSG035703,CLM200357,2024-11-07 07:45:00,insured,-0.172,55.9,0
MSG035704,CLM200357,2024-11-10 00:49:00,adjuster,0.145,15.4,1
MSG035705,CLM200357,2024-11-24 08:18:00,adjuster,-0.388,177.3,0
MSG035800,CLM200358,2024-07-02 19:27:00,insured,0.219,126.7,0
MSG035801,CLM200358,2024-07-31 19:39:00,insured,-0.008,27.0,0
MSG035900,CLM200359,2024-09-25 04:45:00,claimant,0.491,66.8,0
MSG035901,CLM200359,2024-09-07 14:37:00,claimant,0.751,27.6,0
MSG036000,CLM200360,2024-02-06 18:24:00,adjuster,0.468,203.7,0
MSG036001,CLM200360,2024-02-28 22:15:00,claimant,0.08,98.1,0
MSG036002,CLM200360,2024-03-12 13:47:00,adjuster,0.526,56.7,0
MSG036003,CLM200360,2024-02-13 13:11:00,insured,0.104,139.1,0
MSG036004,CLM200360,2024-03-08 20:24:00,adjuster,-0.192,63.2,1
MSG036100,CLM200361,2024-08-06 11:57:00,insured,-0.086,43.5,0
MSG036101,CLM200361,2024-07-28 05:37:00,claimant,-0.17,37.8,0
MSG036200,CLM200362,2024-02-23 15:21:00,adjuster,0.081,53.3,0
