claim_id,policy_id,claimant_id,loss_date,report_date,state,claim_type,injury_flag,attorney_rep_flag,bodily_injury_flag,liability_decision,reserve_amount,paid_amount,closed_flag,days_to_close,report_lag_days_raw,fnol_id,reporting_channel,description_of_loss,police_report_flag,witness_flag,loss_location,weather_condition,point_of_impact,injury_reported_at_fnol,message_count,avg_sentiment_score,min_sentiment_score,avg_response_latency_minutes,max_response_latency_minutes,escalated_message_count,sender_adjuster,sender_attorney,sender_claimant,sender_insured,message_escalation_rate,claimant_message_share,attorney_message_share,policy_state,vehicle_count,driver_count,prior_claim_count,coverage_limit_bi,coverage_limit_pd,premium_amount,nonstandard_risk_tier,report_lag_days,total_incurred,paid_to_reserve_ratio,coverage_per_driver,exposure_complexity_index,early_injury_signal,high_latency_flag,negative_sentiment_flag
CLM200356,POL100768,CLT500356,2024-08-09,2024-08-12,NV,rear_end_bi,0,0,0,insured_at_fault,1128.07,2951.54,1,45,3,FNOL300356,phone,front end accident with clear conditions,0,0,parking_lot,clear,front_end,0,3,0.24866666666666667,0.052,73.39999999999999,98.4,0,2,0,1,0,0.0,0.3333333333333333,0.0,NV,1.0,1,0,25000,25000,855.03,tier_1,3,4079.6099999999997,2.6164511067575593,25000.0,2.0,0,0,0
CLM200357,POL101015,CLT500357,2024-10-19,2024-10-20,NV,collision_pd,1,0,1,comparative_negligence,4784.68,10301.81,0,137,1,FNOL300357,web_portal,front end accident with wind conditions,0,0,intersection,rain,rear_end,1,6,-0.1575,-0.388,76.2,177.3,3,3,1,1,1,0.5,0.16666666666666666,0.16666666666666666,NV,1.0,1,0,25000,5000,990.41,tier_2,1,15086.49,2.1530823377947947,25000.0,3.5,1,0,0
CLM200358,POL100515,CLT500358,2024-06-18,2024-06-22,TX,minor_pd,0,0,0,under_investigation,858.58,441.02,1,38,4,FNOL300358,web_portal,front end accident with wind conditions,1,0,intersection,clear,right_side,0,2,0.1055,-0.008,76.85,126.7,0,0,0,0,2,0.0,0.0,0.0,TX,2.0,3,0,25000,50000,1265.9,tier_2,4,1299.6,0.5136620932236949,8333.333333333334,5.0,0,0,0
CLM200359,POL101039,CLT500359,2024-08-31,2024-09-01,GA,rear_end_bi,1,0,0,comparative_negligence,552.46,3002.78,1,56,1,FNOL300359,agent,multi point accident with wind conditions,1,0,intersection,clear,multi_point,1,2,0.621,0.491,47.2,66.8,0,0,0,2,0,0.0,1.0,0.0,GA,1.0,2,0,15000,10000,988.48,tier_1,1,3555.2400000000002,5.435289432719111,7500.0,3.0,1,0,0
CLM200360,POL100791,CLT500360,2024-02-04,2024-02-05,NV,mixed_injury,0,0,0,insured_at_fault,1785.07,7953.35,1,54,1,FNOL300360,agent,left side accident with rain conditions,0,0,urban_arterial,rain,multi_point,0,5,0.1972,-0.192,112.16,203.7,1,3,0,1,1,0.2,0.2,0.0,NV,2.0,4,4,25000,50000,2314.58,tier_2,1,9738.42,4.455483538460677,6250.0,12.6,0,0,0
CLM200361,POL100335,CLT500361,2024-07-13,2024-07-14,TX,collision_pd,0,0,0,under_investigation,1096.16,3515.76,1,42,1,FNOL300361,agent,rear end accident with night clear conditions,0,0,urban_arterial,night_clear,front_end,0,2,-0.128,-0.17,40.65,43.5,0,0,0,1,1,0.0,0.5,0.0,TX,3.0,3,2,50000,50000,2270.68,tier_3,1,4611.92,3.207341993869508,16666.666666666668,9.0,0,0,0
CLM200362,POL100257,CLT500362,2024-01-25,2024-01-28,CA,minor_pd,0,0,0,insured_at_fault,359.17,793.67,1,51,3,FNOL300362,mobile_app,multi point accident with clear conditions,0,0,highway,rain,rear_end,0,3,-0.15166666666666664,-0.292,111.56666666666668,144.0,0,2,1,0,0,0.0,0.0,0.3333333333333333,CA,2.0,2,0,50000,5000,1139.77,tier_1,3,1152.84,2.2097335523568225,25000.0,4.0,0,0,0
CLM200363,POL100496,CLT500363,2024-02-20,2024-02-21,FL,minor_pd,0,0,0,not_at_fault,722.01,4093.15,0,60,1,FNOL300363,phone,right side accident with wind conditions,0,0,highway,clear,front_end,0,3,0.14433333333333334,-0.059,107.43333333333334,168.3,0,1,1,1,0,0.0,0.3333333333333333,0.3333333333333333,FL,3.0,5,1,50000,5000,1908.92,tier_2,1,4815.16,5.6691043060345425,10000.0,9.5,0,0,0
CLM200364,POL100895,CLT500364,2024-08-04,2024-08-09,TX,collision_pd,0,0,0,insured_at_fault,730.64,3623.9,1,15,5,FNOL300364,phone,front end accident with fog conditions,0,0,intersection,clear,rear_end,0,1,0.143,0.143,8.9,8.9,0,0,0,1,0,0.0,1.0,0.0,TX,1.0,1,2,25000,10000,1706.01,tier_4,5,4354.54,4.959898171466112,25000.0,5.0,0,0,0
CLM200365,POL100159,CLT500365,2024-03-15,2024-03-21,CA,side_impact_bi,0,0,0,under_investigation,3125.17,4196.84,1,60,6,FNOL300365,mobile_app,right side accident with clear conditions,1,1,residential_street,rain,multi_point,0,2,-0.0015000000000000013,-0.263,170.14999999999998,194.2,0,1,0,0,1,0.0,0.0,0.0,CA,1.0,2,2,25000,50000,1602.45,tier_3,6,7322.01,1.3429157453834513,12500.0,6.0,0,0,0
CLM200366,POL100851,CLT500366,2024-01-14,2024-01-14,CA,minor_pd,0,0,0,insured_at_fault,1111.49,1802.42,1,44,0,FNOL300366,phone,front end accident with night clear conditions,0,1,intersection,clear,left_side,0,1,-0.124,-0.124,26.1,26.1,0,0,1,0,0,0.0,0.0,1.0,CA,2.0,3,1,50000,5000,1674.23,tier_2,0,2913.91,1.6216250258661797,16666.666666666668,6.5,0,0,0
CLM200367,POL100689,CLT500367,2024-03-06,2024-03-10,CA,side_impact_bi,1,1,1,insured_at_fault,4809.49,10993.99,1,149,4,FNOL300367,phone,left side accident with wind conditions,0,1,highway,clear,rear_end,1,8,-0.16749999999999998,-0.423,151.425,335.0,3,4,0,2,2,0.375,0.25,0.0,CA,3.0,3,1,25000,10000,2167.06,tier_3,4,15803.48,2.2858951780750143,8333.333333333334,10.625,1,0,0
CLM200368,POL100379,CLT500368,2024-10-09,2024-10-11,TX,rear_end_bi,1,0,0,under_investigation,3480.47,17330.84,1,43,2,FNOL300368,phone,rear end accident with clear conditions,0,1,intersection,rain,right_side,1,1,-0.045,-0.045,81.2,81.2,0,1,0,0,0,0.0,0.0,0.0,TX,1.0,1,3,25000,25000,1786.16,tier_3,2,20811.31,4.979453924326313,25000.0,6.5,1,0,0
CLM200369,POL100956,CLT500369,2024-08-02,2024-08-09,TX,mixed_injury,1,0,0,comparative_negligence,780.19,747.56,0,74,7,FNOL300369,phone,front end accident with rain conditions,0,0,urban_arterial,night_clear,rear_end,0,6,-0.07716666666666668,-0.301,74.16666666666667,136.9,0,2,1,1,2,0.0,0.16666666666666666,0.16666666666666666,TX,4.0,4,3,25000,5000,3372.54,tier_4,7,1527.75,0.9581768543559901,6250.0,12.5,1,0,0
CLM200370,POL100690,CLT500370,2024-05-19,2024-05-20,FL,minor_pd,0,0,0,insured_at_fault,545.29,1251.44,0,60,1,FNOL300370,mobile_app,front end accident with wind conditions,1,0,residential_street,night_clear,right_side,0,5,0.0388,-0.495,49.52,130.9,0,2,1,0,2,0.0,0.0,0.2,FL,2.0,4,0,50000,5000,1479.03,tier_2,1,1796.73,2.2949989913623945,12500.0,6.0,0,0,0
CLM200371,POL101066,CLT500371,2024-12-21,2024-12-21,GA,mixed_injury,0,1,0,insured_at_fault,2326.67,3088.18,0,94,0,FNOL300371,agent,right side accident with clear conditions,1,0,intersection,clear,front_end,0,5,-0.3122,-0.884,157.3,219.5,1,1,1,2,1,0.2,0.4,0.2,GA,1.0,1,0,25000,25000,910.18,tier_2,0,5414.85,1.3272960926990074,25000.0,4.6,0,0,1
CLM200372,POL100284,CLT500372,2024-05-20,2024-05-21,TX,minor_pd,0,0,0,insured_at_fault,492.9,150.0,0,60,1,FNOL300372,phone,right side accident with fog conditions,0,1,residential_street,wind,right_side,0,1,0.058,0.058,117.8,117.8,0,1,0,0,0,0.0,0.0,0.0,TX,2.0,2,0,15000,5000,1398.26,tier_3,1,642.9,0.3043213633597079,7500.0,4.0,0,0,0
CLM200373,POL100396,CLT500373,2024-11-16,2024-11-18,FL,minor_pd,0,0,1,insured_at_fault,6354.76,15277.92,1,98,2,FNOL300373,phone,right side accident with clear conditions,0,0,parking_lot,clear,multi_point,1,1,-0.307,-0.307,342.3,342.3,0,0,0,1,0,0.0,1.0,0.0,FL,2.0,4,0,15000,10000,1944.46,tier_4,2,21632.68,2.4041694729620002,3750.0,6.0,1,1,1
CLM200374,POL100011,CLT500374,2024-05-05,2024-05-08,TX,minor_pd,0,0,0,comparative_negligence,576.42,908.81,0,60,3,FNOL300374,mobile_app,left side accident with clear conditions,1,0,highway,night_clear,rear_end,1,3,-0.26899999999999996,-0.496,24.333333333333332,38.2,0,1,0,1,1,0.0,0.3333333333333333,0.0,TX,2.0,2,1,50000,5000,1771.48,tier_4,3,1485.23,1.576645501544013,25000.0,5.5,1,0,1
CLM200375,POL100498,CLT500375,2024-01-10,2024-01-11,CA,minor_pd,0,0,0,comparative_negligence,473.78,702.08,1,30,1,FNOL300375,phone,front end accident with rain conditions,0,0,intersection,rain,left_side,0,1,-0.551,-0.551,60.3,60.3,0,0,0,0,1,0.0,0.0,0.0,CA,4.0,5,0,50000,5000,1925.8,tier_2,1,1175.8600000000001,1.481869222001773,10000.0,9.0,0,0,1
CLM200376,POL100753,CLT500376,2024-02-10,2024-02-11,NV,minor_pd,0,0,0,under_investigation,639.54,669.72,1,52,1,FNOL300376,agent,left side accident with wind conditions,0,0,parking_lot,fog,rear_end,0,1,0.732,0.732,66.3,66.3,0,1,0,0,0,0.0,0.0,0.0,NV,1.0,3,2,100000,10000,1918.07,tier_3,1,1309.26,1.047190167933202,33333.333333333336,7.0,0,0,0
CLM200377,POL100034,CLT500377,2024-04-09,2024-04-15,GA,side_impact_bi,0,0,0,not_at_fault,625.71,2199.71,1,48,6,FNOL300377,phone,front end accident with fog conditions,0,0,intersection,clear,right_side,0,3,0.3216666666666667,0.138,94.73333333333333,102.9,1,2,0,1,0,0.3333333333333333,0.3333333333333333,0.0,GA,4.0,5,2,25000,10000,2838.04,tier_3,6,2825.42,3.5155423438973323,5000.0,13.0,0,0,0
CLM200378,POL100726,CLT500378,2024-03-09,2024-03-16,TX,collision_pd,0,0,0,under_investigation,755.97,2843.41,0,60,7,FNOL300378,phone,left side accident with rain conditions,0,0,residential_street,fog,front_end,1,3,-0.003333333333333332,-0.117,69.06666666666666,111.3,0,2,0,0,1,0.0,0.0,0.0,TX,1.0,3,1,25000,5000,1484.94,tier_2,7,3599.38,3.761273595513049,8333.333333333334,5.5,1,0,0
CLM200379,POL100848,CLT500379,2024-02-27,2024-03-03,TX,side_impact_bi,1,0,1,comparative_negligence,2970.49,6105.58,0,106,5,FNOL300379,web_portal,right side accident with rain conditions,0,0,parking_lot,rain,multi_point,1,7,-0.05657142857142857,-0.638,90.64285714285714,183.1,1,3,1,2,1,0.14285714285714285,0.2857142857142857,0.14285714285714285,TX,1.0,2,0,15000,10000,808.22,tier_1,5,9076.07,2.055411733417719,7500.0,3.4285714285714284,1,0,0
CLM200380,POL100089,CLT500380,2024-05-19,2024-05-20,FL,collision_pd,0,0,1,insured_at_fault,1237.98,2349.51,1,87,1,FNOL300380,mobile_app,multi point accident with night clear conditions,0,0,residential_street,rain,multi_point,1,4,-0.007499999999999993,-0.242,65.45,85.3,2,2,1,1,0,0.5,0.25,0.25,FL,1.0,1,1,25000,50000,1249.62,tier_3,1,3587.4900000000002,1.8978578006106723,25000.0,5.0,1,0,0
CLM200381,POL100775,CLT500381,2024-12-22,2024-12-23,FL,mixed_injury,0,0,0,comparative_negligence,1009.96,3876.18,0,80,1,FNOL300381,mobile_app,front end accident with wind conditions,0,1,residential_street,rain,rear_end,0,2,-0.018999999999999996,-0.145,77.85,90.5,0,1,0,1,0,0.0,0.5,0.0,FL,4.0,4,3,25000,10000,3381.53,tier_4,1,4886.139999999999,3.837953978375381,6250.0,12.5,0,0,0
CLM200382,POL100604,CLT500382,2024-03-14,2024-03-15,CA,minor_pd,1,0,0,insured_at_fault,2244.07,2771.72,1,24,1,FNOL300382,phone,rear end accident with night clear conditions,0,0,parking_lot,clear,rear_end,0,3,0.04633333333333334,-0.059,126.5,229.8,0,1,0,1,1,0.0,0.3333333333333333,0.0,CA,1.0,1,1,100000,25000,1510.12,tier_4,1,5015.79,1.2351308114274508,100000.0,3.5,1,0,0
CLM200383,POL100969,CLT500383,2024-03-26,2024-03-28,FL,side_impact_bi,0,0,0,insured_at_fault,3987.43,6840.58,1,5,2,FNOL300383,phone,front end accident with night clear conditions,0,1,urban_arterial,rain,left_side,0,1,-0.054,-0.054,52.4,52.4,0,0,0,0,1,0.0,0.0,0.0,FL,1.0,1,2,100000,10000,1221.22,tier_2,2,10828.01,1.715536072106595,100000.0,5.0,0,0,0
CLM200384,POL101021,CLT500384,2024-12-29,2025-01-02,NV,collision_pd,0,0,0,under_investigation,921.92,709.5,1,34,4,FNOL300384,phone,multi point accident with wind conditions,0,0,parking_lot,clear,rear_end,0,1,0.284,0.284,36.3,36.3,0,1,0,0,0,0.0,0.0,0.0,NV,1.0,2,0,15000,25000,1168.37,tier_3,4,1631.42,0.769589552238806,7500.0,3.0,0,0,0
CLM200385,POL100417,CLT500385,2024-03-14,2024-03-16,NV,side_impact_bi,0,0,0,not_at_fault,1028.51,2172.96,1,44,2,FNOL300385,web_portal,left side accident with clear conditions,0,0,highway,clear,rear_end,0,1,0.214,0.214,9.6,9.6,0,0,0,1,0,0.0,1.0,0.0,NV,2.0,3,4,50000,50000,3076.72,tier_4,2,3201.4700000000003,2.11272617670222,16666.666666666668,11.0,0,0,0
CLM200386,POL100114,CLT500386,2024-10-30,2024-11-05,TX,rear_end_bi,0,0,0,insured_at_fault,1642.13,5280.03,1,47,6,FNOL300386,phone,left side accident with night clear conditions,0,0,urban_arterial,rain,front_end,0,1,0.239,0.239,60.4,60.4,0,0,1,0,0,0.0,0.0,1.0,TX,3.0,4,2,15000,10000,2076.02,tier_2,6,6922.16,3.2153544481861966,3750.0,10.0,0,0,0
CLM200387,POL100616,CLT500387,2024-08-14,2024-08-20,AZ,minor_pd,0,0,0,insured_at_fault,1336.74,701.09,1,72,6,FNOL300387,phone,left side accident with clear conditions,0,0,parking_lot,clear,front_end,0,1,-0.023,-0.023,138.1,138.1,0,1,0,0,0,0.0,0.0,0.0,AZ,1.0,3,0,25000,50000,1364.51,tier_3,6,2037.83,0.5244774600894714,8333.333333333334,4.0,0,0,0
CLM200388,POL100825,CLT500388,2024-12-04,2024-12-09,AZ,minor_pd,0,0,0,insured_at_fault,620.45,680.34,1,69,5,FNOL300388,mobile_app,front end accident with wind conditions,0,0,residential_street,clear,front_end,0,1,0.24,0.24,52.2,52.2,0,0,0,1,0,0.0,1.0,0.0,AZ,2.0,4,1,100000,50000,1329.17,tier_1,5,1300.79,1.0965267144814248,25000.0,7.5,0,0,0
CLM200389,POL100412,CLT500389,2024-07-22,2024-07-23,CA,side_impact_bi,0,0,0,comparative_negligence,582.59,2219.84,1,33,1,FNOL300389,mobile_app,multi point accident with rain conditions,1,0,parking_lot,clear,rear_end,0,1,-0.072,-0.072,61.5,61.5,1,1,0,0,0,1.0,0.0,0.0,CA,2.0,4,0,50000,10000,1551.49,tier_1,1,2802.4300000000003,3.8102954050018023,12500.0,9.0,0,0,0
CLM200390,POL100728,CLT500390,2024-08-04,2024-08-05,CA,rear_end_bi,0,0,0,insured_at_fault,1985.89,2467.11,1,9,1,FNOL300390,phone,right side accident with wind conditions,0,0,intersection,rain,rear_end,0,4,0.09575,-0.336,55.725,82.0,0,3,0,1,0,0.0,0.25,0.0,CA,1.0,1,0,15000,5000,1142.83,tier_3,1,4453.0,1.2423195645277432,15000.0,2.0,0,0,0
CLM200391,POL101020,CLT500391,2024-03-23,2024-03-25,CA,side_impact_bi,0,0,1,under_investigation,1197.64,1406.46,0,77,2,FNOL300391,agent,multi point accident with night clear conditions,1,0,residential_street,night_clear,rear_end,1,4,-0.06975,-0.245,142.275,265.1,0,3,0,1,0,0.0,0.25,0.0,CA,2.0,2,2,25000,5000,2245.72,tier_4,2,2604.1000000000004,1.1743595738285293,12500.0,7.0,1,0,0
CLM200392,POL100760,CLT500392,2024-07-28,2024-07-28,FL,side_impact_bi,0,0,0,comparative_negligence,2439.43,3994.84,1,35,0,FNOL300392,web_portal,rear end accident with wind conditions,1,1,intersection,rain,right_side,1,1,0.38,0.38,77.7,77.7,0,0,0,1,0,0.0,1.0,0.0,FL,1.0,1,1,15000,10000,1214.26,tier_3,0,6434.27,1.6376120651135717,15000.0,3.5,1,0,0
CLM200393,POL100675,CLT500393,2024-09-01,2024-09-02,NV,minor_pd,0,0,0,insured_at_fault,778.94,460.24,0,60,1,FNOL300393,agent,right side accident with rain conditions,0,0,residential_street,wind,front_end,0,3,0.0033333333333333388,-0.103,85.46666666666665,210.4,0,0,0,2,1,0.0,0.6666666666666666,0.0,NV,2.0,2,1,50000,5000,1434.69,tier_2,1,1239.18,0.5908542378103576,25000.0,5.5,0,0,0
CLM200394,POL100456,CLT500394,2024-12-26,2024-12-26,TX,minor_pd,0,0,0,not_at_fault,2103.1,1825.08,1,29,0,FNOL300394,phone,rear end accident with wind conditions,0,0,highway,rain,front_end,0,1,-0.05,-0.05,158.8,158.8,0,0,0,0,1,0.0,0.0,0.0,TX,3.0,4,3,100000,50000,3001.9,tier_4,0,3928.18,0.8678046692977034,25000.0,11.5,0,0,0
CLM200395,POL100919,CLT500395,2024-02-05,2024-02-12,FL,minor_pd,0,0,0,under_investigation,888.87,2570.59,1,83,7,FNOL300395,mobile_app,rear end accident with clear conditions,0,0,parking_lot,clear,multi_point,0,3,0.135,-0.192,74.0,115.2,0,1,1,0,1,0.0,0.0,0.3333333333333333,FL,2.0,4,1,50000,25000,1967.29,tier_3,7,3459.46,2.8919752044730953,12500.0,7.5,0,0,0
CLM200396,POL100191,CLT500396,2024-02-27,2024-03-01,TX,rear_end_bi,0,0,0,not_at_fault,1541.93,5061.42,1,51,3,FNOL300396,phone,multi point accident with night clear conditions,0,0,urban_arterial,clear,multi_point,0,4,-0.15725,-0.533,89.7,186.1,0,1,0,3,0,0.0,0.75,0.0,TX,1.0,2,1,15000,10000,1166.03,tier_2,3,6603.35,3.2825225529044766,7500.0,4.5,0,0,0
CLM200397,POL100738,CLT500397,2024-01-08,2024-01-10,CA,collision_pd,0,0,0,comparative_negligence,2401.32,2869.89,1,43,2,FNOL300397,phone,front end accident with clear conditions,0,0,intersection,clear,rear_end,0,1,0.005,0.005,32.2,32.2,0,0,0,1,0,0.0,1.0,0.0,CA,2.0,2,0,25000,10000,1182.89,tier_2,2,5271.21,1.1951301784018789,12500.0,4.0,0,0,0
CLM200398,POL100977,CLT500398,2024-10-15,2024-10-20,NV,mixed_injury,0,0,0,insured_at_fault,2445.18,2534.37,0,60,5,FNOL300398,phone,front end accident with night clear conditions,0,0,residential_street,night_clear,right_side,0,4,0.0335,-0.41,105.7,139.6,0,1,0,2,1,0.0,0.5,0.0,NV,2.0,3,0,15000,10000,1236.87,tier_2,5,4979.549999999999,1.0364758422692808,5000.0,5.0,0,0,0
CLM200399,POL101008,CLT500399,2024-01-31,2024-01-31,FL,mixed_injury,1,1,1,not_at_fault,2843.13,5954.27,0,129,0,FNOL300399,phone,rear end accident with clear conditions,1,0,urban_arterial,clear,rear_end,1,12,-0.24225,-0.629,131.46666666666667,343.2,5,0,1,6,5,0.4166666666666667,0.5,0.08333333333333333,FL,2.0,2,1,15000,5000,1577.66,tier_3,0,8797.400000000001,2.0942658267472822,7500.0,8.75,1,0,1
CLM200400,POL100095,CLT500400,2024-11-30,2024-11-30,TX,collision_pd,0,0,0,not_at_fault,945.18,1288.48,1,31,0,FNOL300400,agent,rear end accident with rain conditions,0,0,parking_lot,clear,right_side,1,1,-0.159,-0.159,85.4,85.4,0,0,0,0,1,0.0,0.0,0.0,TX,2.0,3,0,50000,10000,1554.91,tier_3,0,2233.66,1.3632112401870544,16666.666666666668,5.0,1,0,0
CLM200401,POL100662,CLT500401,2024-05-13,2024-05-15,GA,minor_pd,0,0,0,under_investigation,3723.32,6286.5,0,60,2,FNOL300401,agent,right side accident with wind conditions,0,0,urban_arterial,fog,rear_end,0,2,0.15,0.111,146.45,151.8,1,0,0,1,1,0.5,0.5,0.0,GA,1.0,1,2,25000,5000,1418.64,tier_2,2,10009.82,1.6884124920769634,25000.0,6.5,0,0,0
CLM200402,POL100036,CLT500402,2024-04-15,2024-04-17,TX,rear_end_bi,0,0,1,insured_at_fault,4641.73,10588.77,1,113,2,FNOL300402,phone,left side accident with night clear conditions,0,0,urban_arterial,wind,rear_end,1,6,-0.11616666666666665,-0.617,93.28333333333335,122.2,1,4,0,1,1,0.16666666666666666,0.16666666666666666,0.0,TX,1.0,3,0,25000,25000,1046.24,tier_1,2,15230.5,2.2812119619193707,8333.333333333334,4.5,1,0,0
CLM200403,POL100278,CLT500403,2024-12-21,2024-12-22,TX,collision_pd,0,0,0,not_at_fault,2535.6,4012.87,1,55,1,FNOL300403,phone,left side accident with wind conditions,0,0,urban_arterial,rain,multi_point,0,1,-0.478,-0.478,14.3,14.3,1,0,0,0,1,1.0,0.0,0.0,TX,2.0,4,5,25000,5000,3378.81,tier_4,1,6548.469999999999,1.5826116106641426,6250.0,16.5,0,0,1
CLM200404,POL100216,CLT500404,2024-09-19,2024-09-22,NV,mixed_injury,0,0,0,insured_at_fault,1054.34,2010.13,1,47,3,FNOL300404,phone,rear end accident with rain conditions,0,0,intersection,clear,left_side,0,2,-0.08,-0.114,65.45,94.4,0,0,0,2,0,0.0,1.0,0.0,NV,1.0,1,0,25000,25000,1025.41,tier_1,3,3064.4700000000003,1.9065292031033636,25000.0,2.0,0,0,0
CLM200405,POL100866,CLT500405,2024-07-18,2024-07-20,AZ,mixed_injury,1,0,1,insured_at_fault,2859.68,7151.09,0,109,2,FNOL300405,web_portal,multi point accident with rain conditions,0,1,urban_arterial,night_clear,rear_end,0,8,-0.283875,-0.659,110.45,229.3,1,5,0,3,0,0.125,0.375,0.0,AZ,1.0,3,1,50000,10000,1997.47,tier_4,2,10010.77,2.5006609131091593,16666.666666666668,5.875,1,0,1
CLM200406,POL100872,CLT500406,2024-11-20,2024-11-21,TX,mixed_injury,0,0,0,insured_at_fault,573.82,368.38,1,30,1,FNOL300406,phone,rear end accident with wind conditions,0,0,residential_street,clear,multi_point,0,1,-0.16,-0.16,62.7,62.7,0,1,0,0,0,0.0,0.0,0.0,TX,2.0,3,1,15000,10000,1931.36,tier_4,1,942.2,0.6419783207277543,5000.0,6.5,0,0,0
CLM200407,POL100061,CLT500407,2024-10-02,2024-10-03,CA,collision_pd,0,0,0,insured_at_fault,539.42,150.0,0,60,1,FNOL300407,web_portal,left side accident with fog conditions,0,0,residential_street,clear,rear_end,0,2,-0.111,-0.167,55.099999999999994,88.3,0,1,0,0,1,0.0,0.0,0.0,CA,3.0,3,3,25000,10000,2650.82,tier_3,1,689.42,0.2780764524860035,8333.333333333334,10.5,0,0,0
CLM200408,POL100595,CLT500408,2024-08-20,2024-08-21,AZ,side_impact_bi,0,0,0,comparative_negligence,485.56,1922.02,1,23,1,FNOL300408,phone,left side accident with rain conditions,0,0,intersection,night_clear,rear_end,0,3,0.22466666666666665,-0.261,75.86666666666666,83.1,0,1,0,1,1,0.0,0.3333333333333333,0.0,AZ,3.0,3,0,50000,10000,1619.89,tier_2,1,2407.58,3.9583573605733586,16666.666666666668,6.0,0,0,0
CLM200409,POL100728,CLT500409,2024-04-27,2024-05-04,CA,mixed_injury,0,0,0,insured_at_fault,942.07,848.48,1,53,7,FNOL300409,web_portal,rear end accident with wind conditions,0,0,intersection,night_clear,front_end,0,1,0.204,0.204,77.7,77.7,0,0,0,1,0,0.0,1.0,0.0,CA,1.0,1,0,15000,5000,1142.83,tier_3,7,1790.5500000000002,0.900654940715658,15000.0,2.0,0,0,0
CLM200410,POL100396,CLT500410,2024-12-25,2024-12-28,FL,minor_pd,0,0,0,not_at_fault,879.39,1351.58,1,67,3,FNOL300410,agent,left side accident with fog conditions,0,0,intersection,night_clear,left_side,0,3,-0.04366666666666668,-0.277,28.066666666666663,32.5,1,0,1,2,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,FL,2.0,4,0,15000,10000,1944.46,tier_4,3,2230.97,1.5369517506453336,3750.0,7.0,0,0,0
CLM200411,POL100698,CLT500411,2024-09-19,2024-09-21,NV,rear_end_bi,1,0,0,comparative_negligence,2210.19,3117.62,0,60,2,FNOL300411,phone,left side accident with night clear conditions,1,0,highway,rain,left_side,0,2,-0.2005,-0.329,44.1,54.5,1,0,0,1,1,0.5,0.5,0.0,NV,1.0,3,1,15000,10000,1648.73,tier_3,2,5327.8099999999995,1.4105665123812885,5000.0,7.0,1,0,1
CLM200412,POL101042,CLT500412,2024-12-11,2024-12-19,TX,side_impact_bi,0,0,0,insured_at_fault,435.57,774.33,1,36,8,FNOL300412,agent,left side accident with clear conditions,0,1,residential_street,night_clear,front_end,0,1,-0.359,-0.359,52.5,52.5,0,1,0,0,0,0.0,0.0,0.0,TX,1.0,2,2,15000,10000,1548.96,tier_3,8,1209.9,1.7777395137406158,7500.0,6.0,0,0,1
CLM200413,POL100176,CLT500413,2024-12-18,2024-12-24,unknown,collision_pd,0,0,0,not_at_fault,1885.21,2604.42,0,60,6,FNOL300413,agent,front end accident with wind conditions,0,0,intersection,clear,front_end,0,1,0.256,0.256,83.6,83.6,0,1,0,0,0,0.0,0.0,0.0,TX,2.0,2,0,50000,5000,1323.38,tier_2,6,4489.63,1.3815012651110485,25000.0,4.0,0,0,0
CLM200414,POL100395,CLT500414,2024-07-19,2024-07-20,FL,side_impact_bi,0,0,0,insured_at_fault,2727.43,3755.0,1,64,1,FNOL300414,mobile_app,multi point accident with wind conditions,0,0,urban_arterial,night_clear,front_end,1,1,0.185,0.185,16.6,16.6,0,0,0,1,0,0.0,1.0,0.0,FL,2.0,3,2,50000,25000,2004.93,tier_3,1,6482.43,1.3767539405227633,16666.666666666668,8.0,1,0,0
CLM200415,POL100444,CLT500415,2024-05-10,2024-05-10,FL,minor_pd,0,0,0,insured_at_fault,1633.43,1864.46,0,60,0,FNOL300415,phone,rear end accident with night clear conditions,0,1,urban_arterial,wind,front_end,0,2,-0.1145,-0.374,138.5,178.2,0,1,0,1,0,0.0,0.5,0.0,FL,2.0,3,1,15000,5000,1674.77,tier_2,0,3497.8900000000003,1.1414385679214902,5000.0,6.5,0,0,0
CLM200416,POL100075,CLT500416,2024-12-11,2024-12-19,TX,collision_pd,1,0,1,under_investigation,3275.48,3459.64,1,120,8,FNOL300416,mobile_app,right side accident with wind conditions,0,0,intersection,clear,rear_end,1,3,-0.43100000000000005,-0.91,27.5,40.8,2,1,1,0,1,0.6666666666666666,0.0,0.3333333333333333,TX,1.0,2,0,25000,5000,1088.18,tier_2,8,6735.12,1.0562238206308694,12500.0,5.0,1,0,1
CLM200417,POL100264,CLT500417,2024-12-30,2025-01-01,NV,collision_pd,0,0,0,insured_at_fault,1022.63,2653.31,0,60,2,FNOL300417,phone,front end accident with night clear conditions,1,0,urban_arterial,clear,rear_end,0,1,-0.331,-0.331,49.2,49.2,0,1,0,0,0,0.0,0.0,0.0,NV,4.0,5,2,15000,25000,3216.14,tier_4,2,3675.94,2.5945943303051933,3000.0,12.0,0,0,1
