fnol_id,claim_id,reporting_channel,description_of_loss,police_report_flag,witness_flag,loss_location,weather_condition,point_of_impact,injury_reported_at_fnol
FNOL300280,CLM200280,mobile_app,left side accident with rain conditions,0,0.0,urban_arterial,rain,front_end,0
FNOL300281,CLM200281,agent,front end accident with clear conditions,0,0.0,intersection,clear,right_side,0
FNOL300282,CLM200282,web_portal,left side accident with wind conditions,0,0.0,parking_lot,fog,left_side,1
FNOL300283,CLM200283,mobile_app,front end accident with rain conditions,0,0.0,parking_lot,clear,front_end,0
FNOL300284,CLM200284,phone,right side accident with wind conditions,1,0.0,intersection,rain,front_end,0
FNOL300285,CLM200285,phone,multi point accident with night clear conditions,1,1.0,parking_lot,rain,rear_end,1
FNOL300286,CLM200286,mobile_app,left side accident with rain conditions,1,0.0,urban_arterial,clear,multi_point,0
FNOL300287,CLM200287,phone,right side accident with clear conditions,1,0.0,intersection,night_clear,right_side,0
FNOL300288,CLM200288,agent,right side accident with clear conditions,0,0.0,highway,rain,left_side,0
FNOL300289,CLM200289,phone,multi point accident with fog conditions,0,0.0,residential_street,wind,rear_end,0
FNOL300290,CLM200290,phone,left side accident with night clear conditions,1,0.0,intersection,rain,rear_end,1
FNOL300291,CLM200291,web_portal,left side accident with night clear conditions,0,0.0,urban_arterial,wind,front_end,0
FNOL300292,CLM200292,mobile_app,rear end accident with night clear conditions,0,0.0,highway,night_clear,rear_end,1
FNOL300293,CLM200293,phone,right side accident with clear conditions,0,0.0,intersection,rain,rear_end,0
FNOL300294,CLM200294,mobile_app,multi point accident with clear conditions,0,0.0,residential_street,night_clear,rear_end,0
FNOL300295,CLM200295,web_portal,multi point accident with night clear conditions,1,0.0,highway,clear,rear_end,1
FNOL300296,CLM200296,mobile_app,right side accident with wind conditions,1,1.0,intersection,night_clear,rear_end,0
FNOL300297,CLM200297,phone,front end accident with night clear conditions,1,0.0,intersection,rain,right_side,0
FNOL300298,CLM200298,web_portal,right side accident with night clear conditions,0,0.0,intersection,clear,left_side,0
FNOL300299,CLM200299,web_portal,front end accident with wind conditions,0,1.0,urban_arterial,rain,front_end,1
FNOL300300,CLM200300,phone,multi point accident with fog conditions,0,0.0,intersection,clear,multi_point,1
FNOL300301,CLM200301,phone,rear end accident with wind conditions,0,0.0,parking_lot,night_clear,front_end,0
FNOL300302,CLM200302,web_portal,multi point accident with wind conditions,0,0.0,parking_lot,night_clear,right_side,0
FNOL300303,CLM200303,phone,right side accident with night clear conditions,1,1.0,urban_arterial,fog,rear_end,1
FNOL300304,CLM200304,agent,multi point accident with night clear conditions,1,0.0,residential_street,clear,rear_end,1
FNOL300305,CLM200305,phone,front end accident with clear conditions,0,0.0,urban_arterial,night_clear,rear_end,1
FNOL300306,CLM200306,web_portal,left side accident with night clear conditions,1,0.0,intersection,night_clear,multi_point,0
FNOL300307,CLM200307,agent,front end accident with wind conditions,1,0.0,residential_street,fog,multi_point,1
FNOL300308,CLM200308,phone,right side accident with wind conditions,1,0.0,residential_street,clear,front_end,0
FNOL300309,CLM200309,mobile_app,right side accident with rain conditions,1,0.0,highway,rain,right_side,1
FNOL300310,CLM200310,phone,right side accident with fog conditions,1,1.0,highway,clear,rear_end,0
FNOL300311,CLM200311,web_portal,right side accident with night clear conditions,0,1.0,residential_street,night_clear,left_side,0
FNOL300312,CLM200312,agent,rear end accident with clear conditions,0,0.0,intersection,clear,rear_end,1
FNOL300313,CLM200313,agent,left side accident with fog conditions,0,0.0,residential_street,clear,left_side,1
FNOL300314,CLM200314,phone,front end accident with night clear conditions,0,0.0,urban_arterial,clear,rear_end,0
FNOL300315,CLM200315,agent,multi point accident with wind conditions,0,1.0,residential_street,clear,left_side,0
FNOL300316,CLM200316,agent,left side accident with clear conditions,0,1.0,highway,rain,front_end,0
FNOL300317,CLM200317,phone,rear end accident with clear conditions,0,0.0,residential_street,night_clear,left_side,0
FNOL300318,CLM200318,agent,front end accident with fog conditions,1,0.0,residential_street,night_clear,rear_end,0
FNOL300319,CLM200319,phone,left side accident with rain conditions,0,0.0,urban_arterial,clear,front_end,0
FNOL300320,CLM200320,agent,front end accident with night clear conditions,0,1.0,urban_arterial,clear,rear_end,0
FNOL300321,CLM200321,agent,right side accident with night clear conditions,0,0.0,parking_lot,clear,rear_end,0
FNOL300322,CLM200322,mobile_app,right side accident with night clear conditions,0,0.0,residential_street,night_clear,front_end,0
FNOL300323,CLM200323,phone,right side accident with rain conditions,0,0.0,urban_arterial,night_clear,rear_end,0
FNOL300324,CLM200324,agent,left side accident with rain conditions,0,0.0,residential_street,clear,front_end,0
FNOL300325,CLM200325,phone,right side accident with fog conditions,0,1.0,residential_street,clear,rear_end,0
FNOL300326,CLM200326,mobile_app,front end accident with clear conditions,0,0.0,urban_arterial,night_clear,front_end,0
FNOL300327,CLM200327,mobile_app,right side accident with wind conditions,0,0.0,urban_arterial,rain,front_end,0
FNOL300328,CLM200328,phone,rear end accident with night clear conditions,0,0.0,highway,clear,rear_end,0
FNOL300329,CLM200329,phone,right side accident with clear conditions,0,0.0,parking_lot,clear,rear_end,0
FNOL300330,CLM200330,phone,front end accident with clear conditions,0,0.0,urban_arterial,clear,left_side,0
FNOL300331,CLM200331,agent,multi point accident with rain conditions,0,0.0,intersection,clear,right_side,0
FNOL300332,CLM200332,agent,front end accident with night clear conditions,0,0.0,residential_street,fog,rear_end,0
FNOL300333,CLM200333,agent,multi point accident with rain conditions,0,0.0,parking_lot,fog,rear_end,0
FNOL300334,CLM200334,mobile_app,left side accident with wind conditions,0,0.0,intersection,clear,right_side,0
FNOL300335,CLM200335,web_portal,multi point accident with night clear conditions,0,1.0,highway,rain,rear_end,0
FNOL300336,CLM200336,mobile_app,front end accident with fog conditions,0,0.0,residential_street,clear,rear_end,0
FNOL300337,CLM200337,web_portal,left side accident with clear conditions,0,0.0,highway,clear,rear_end,0
FNOL300338,CLM200338,agent,right side accident with night clear conditions,1,1.0,urban_arterial,clear,multi_point,1
FNOL300339,CLM200339,phone,right side accident with rain conditions,0,0.0,intersection,clear,front_end,0
FNOL300340,CLM200340,agent,front end accident with fog conditions,1,0.0,urban_arterial,night_clear,rear_end,1
FNOL300341,CLM200341,agent,left side accident with night clear conditions,0,1.0,intersection,clear,front_end,0
FNOL300342,CLM200342,phone,front end accident with night clear conditions,0,0.0,intersection,clear,rear_end,0
FNOL300343,CLM200343,agent,right side accident with night clear conditions,1,0.0,parking_lot,wind,rear_end,0
FNOL300344,CLM200344,agent,left side accident with rain conditions,0,0.0,residential_street,clear,multi_point,0
FNOL300345,CLM200345,phone,rear end accident with wind conditions,1,0.0,intersection,clear,front_end,0
FNOL300346,CLM200346,phone,front end accident with rain conditions,0,0.0,urban_arterial,clear,left_side,0
FNOL300347,CLM200347,web_portal,front end accident with fog conditions,0,0.0,parking_lot,clear,multi_point,0
FNOL300348,CLM200348,agent,left side accident with rain conditions,1,0.0,urban_arterial,clear,rear_end,1
FNOL300349,CLM200349,phone,multi point accident with night clear conditions,1,0.0,urban_arterial,fog,rear_end,1
FNOL300350,CLM200350,mobile_app,multi point accident with wind conditions,1,0.0,highway,rain,rear_end,0
FNOL300351,CLM200351,mobile_app,right side accident with night clear conditions,0,1.0,highway,clear,right_side,1
FNOL300352,CLM200352,mobile_app,multi point accident with rain conditions,0,1.0,urban_arterial,wind,front_end,0
FNOL300353,CLM200353,phone,rear end accident with night clear conditions,0,0.0,parking_lot,clear,front_end,0
FNOL300354,CLM200354,phone,multi point accident with rain conditions,0,0.0,residential_street,rain,rear_end,0
FNOL300355,CLM200355,agent,left side accident with wind conditions,0,0.0,intersection,clear,rear_end,0
FNOL300356,CLM200356,phone,front end accident with clear conditions,0,0.0,parking_lot,clear,front_end,0
FNOL300357,CLM200357,web_portal,front end accident with wind conditions,0,0.0,intersection,rain,rear_end,1
FNOL300358,CLM200358,web_portal,front end accident with wind conditions,1,0.0,intersection,clear,right_side,0
FNOL300359,CLM200359,agent,multi point accident with wind conditions,1,0.0,intersection,clear,multi_point,1
FNOL300360,CLM200360,agent,left side accident with rain conditions,0,0.0,urban_arterial,rain,multi_point,0
FNOL300361,CLM200361,agent,rear end accident with night clear conditions,0,0.0,urban_arterial,night_clear,front_end,0
FNOL300362,CLM200362,mobile_app,multi point accident with clear conditions,0,0.0,highway,rain,rear_end,0
FNOL300363,CLM200363,phone,right side accident with wind conditions,0,0.0,highway,clear,front_end,0
FNOL300364,CLM200364,phone,front end accident with fog conditions,0,0.0,intersection,clear,rear_end,0
FNOL300365,CLM200365,mobile_app,right side accident with clear conditions,1,1.0,residential_street,rain,multi_point,0
FNOL300366,CLM200366,phone,front end accident with night clear conditions,0,1.0,intersection,clear,left_side,0
FNOL300367,CLM200367,phone,left side accident with wind conditions,0,1.0,highway,clear,rear_end,1
FNOL300368,CLM200368,phone,rear end accident with clear conditions,0,1.0,intersection,rain,right_side,1
FNOL300369,CLM200369,phone,front end accident with rain conditions,0,0.0,urban_arterial,night_clear,rear_end,0
FNOL300370,CLM200370,mobile_app,front end accident with wind conditions,1,0.0,residential_street,night_clear,right_side,0
FNOL300371,CLM200371,agent,right side accident with clear conditions,1,0.0,intersection,clear,front_end,0
FNOL300372,CLM200372,phone,right side accident with fog conditions,0,1.0,residential_street,wind,right_side,0
FNOL300373,CLM200373,phone,right side accident with clear conditions,0,0.0,parking_lot,clear,multi_point,1
FNOL300374,CLM200374,mobile_app,left side accident with clear conditions,1,0.0,highway,night_clear,rear_end,1
FNOL300375,CLM200375,phone,front end accident with rain conditions,0,0.0,intersection,rain,left_side,0
FNOL300376,CLM200376,agent,left side accident with wind conditions,0,0.0,parking_lot,fog,rear_end,0
FNOL300377,CLM200377,phone,front end accident with fog conditions,0,0.0,intersection,clear,right_side,0
FNOL300378,CLM200378,phone,left side accident with rain conditions,0,0.0,residential_street,fog,front_end,1
FNOL300379,CLM200379,web_portal,right side accident with rain conditions,0,0.0,parking_lot,rain,multi_point,1
FNOL300380,CLM200380,mobile_app,multi point accident with night clear conditions,0,0.0,residential_street,rain,multi_point,1
FNOL300381,CLM200381,mobile_app,front end accident with wind conditions,0,1.0,residential_street,rain,rear_end,0
FNOL300382,CLM200382,phone,rear end accident with night clear conditions,0,0.0,parking_lot,clear,rear_end,0
FNOL300383,CLM200383,phone,front end accident with night clear conditions,0,1.0,urban_arterial,rain,left_side,0
FNOL300384,CLM200384,phone,multi point accident with wind conditions,0,0.0,parking_lot,clear,rear_end,0
FNOL300385,CLM200385,web_portal,left side accident with clear conditions,0,0.0,highway,clear,rear_end,0
FNOL300386,CLM200386,phone,left side accident with night clear conditions,0,0.0,urban_arterial,rain,front_end,0
FNOL300387,CLM200387,phone,left side accident with clear conditions,0,0.0,parking_lot,clear,front_end,0
FNOL300388,CLM200388,mobile_app,front end accident with wind conditions,0,0.0,residential_street,clear,front_end,0
FNOL300389,CLM200389,mobile_app,multi point accident with rain conditions,1,0.0,parking_lot,clear,rear_end,0
FNOL300390,CLM200390,phone,right side accident with wind conditions,0,0.0,intersection,rain,rear_end,0
FNOL300391,CLM200391,agent,multi point accident with night clear conditions,1,0.0,residential_street,night_clear,rear_end,1
FNOL300392,CLM200392,web_portal,rear end accident with wind conditions,1,1.0,intersection,rain,right_side,1
FNOL300393,CLM200393,agent,right side accident with rain conditions,0,0.0,residential_street,wind,front_end,0
FNOL300394,CLM200394,phone,rear end accident with wind conditions,0,0.0,highway,rain,front_end,0
FNOL300395,CLM200395,mobile_app,rear end accident with clear conditions,0,0.0,parking_lot,clear,multi_point,0
FNOL300396,CLM200396,phone,multi point accident with night clear conditions,0,0.0,urban_arterial,clear,multi_point,0
FNOL300397,CLM200397,phone,front end accident with clear conditions,0,0.0,intersection,clear,rear_end,0
FNOL300398,CLM200398,phone,front end accident with night clear conditions,0,0.0,residential_street,night_clear,right_side,0
FNOL300399,CLM200399,phone,rear end accident with clear conditions,1,0.0,urban_arterial,clear,rear_end,1
FNOL300400,CLM200400,agent,rear end accident with rain conditions,0,0.0,parking_lot,clear,right_side,1
FNOL300401,CLM200401,agent,right side accident with wind conditions,0,0.0,urban_arterial,fog,rear_end,0
FNOL300402,CLM200402,phone,left side accident with night clear conditions,0,0.0,urban_arterial,wind,rear_end,1
FNOL300403,CLM200403,phone,left side accident with wind conditions,0,0.0,urban_arterial,rain,multi_point,0
FNOL300404,CLM200404,phone,rear end accident with rain conditions,0,0.0,intersection,clear,left_side,0
FNOL300405,CLM200405,web_portal,multi point accident with rain conditions,0,1.0,urban_arterial,night_clear,rear_end,0
FNOL300406,CLM200406,phone,rear end accident with wind conditions,0,0.0,residential_street,clear,multi_point,0
FNOL300407,CLM200407,web_portal,left side accident with fog conditions,0,0.0,residential_street,clear,rear_end,0
FNOL300408,CLM200408,phone,left side accident with rain conditions,0,0.0,intersection,night_clear,rear_end,0
FNOL300409,CLM200409,web_portal,rear end accident with wind conditions,0,0.0,intersection,night_clear,front_end,0
FNOL300410,CLM200410,agent,left side accident with fog conditions,0,0.0,intersection,night_clear,left_side,0
FNOL300411,CLM200411,phone,left side accident with night clear conditions,1,0.0,highway,rain,left_side,0
FNOL300412,CLM200412,agent,left side accident with clear conditions,0,1.0,residential_street,night_clear,front_end,0
FNOL300413,CLM200413,agent,front end accident with wind conditions,0,,intersection,clear,front_end,0
FNOL300414,CLM200414,mobile_app,multi point accident with wind conditions,0,0.0,urban_arterial,night_clear,front_end,1
FNOL300415,CLM200415,phone,rear end accident with night clear conditions,0,1.0,urban_arterial,wind,front_end,0
FNOL300416,CLM200416,mobile_app,right side accident with wind conditions,0,0.0,intersection,clear,rear_end,1
FNOL300417,CLM200417,phone,front end accident with night clear conditions,1,0.0,urban_arterial,clear,rear_end,0
FNOL300418,CLM200418,agent,front end accident with rain conditions,0,0.0,highway,wind,right_side,1
FNOL300419,CLM200419,mobile_app,front end accident with rain conditions,0,0.0,urban_arterial,rain,right_side,0
FNOL300420,CLM200420,agent,right side accident with night clear conditions,0,0.0,urban_arterial,night_clear,front_end,1
FNOL300421,CLM200421,mobile_app,rear end accident with clear conditions,0,0.0,intersection,night_clear,rear_end,0
FNOL300422,CLM200422,phone,front end accident with night clear conditions,0,,urban_arterial,wind,left_side,1
FNOL300423,CLM200423,mobile_app,left side accident with wind conditions,0,1.0,highway,clear,rear_end,1
FNOL300424,CLM200424,agent,rear end accident with fog conditions,0,0.0,highway,fog,left_side,1
FNOL300425,CLM200425,phone,multi point accident with clear conditions,0,1.0,residential_street,wind,front_end,0
FNOL300426,CLM200426,phone,front end accident with wind conditions,0,0.0,parking_lot,clear,front_end,1
FNOL300427,CLM200427,agent,multi point accident with fog conditions,0,1.0,parking_lot,clear,rear_end,0
FNOL300428,CLM200428,phone,right side accident with clear conditions,1,0.0,residential_street,wind,multi_point,1
FNOL300429,CLM200429,agent,front end accident with wind conditions,0,0.0,residential_street,clear,rear_end,1
FNOL300430,CLM200430,phone,right side accident with night clear conditions,1,0.0,urban_arterial,clear,rear_end,0
FNOL300431,CLM200431,agent,left side accident with fog conditions,0,0.0,highway,clear,front_end,0
FNOL300432,CLM200432,mobile_app,left side accident with clear conditions,0,1.0,intersection,clear,right_side,1
FNOL300433,CLM200433,phone,multi point accident with rain conditions,0,0.0,intersection,rain,right_side,1
FNOL300434,CLM200434,phone,right side accident with fog conditions,0,0.0,urban_arterial,clear,front_end,1
FNOL300435,CLM200435,phone,multi point accident with fog conditions,1,1.0,intersection,rain,front_end,1
FNOL300436,CLM200436,web_portal,multi point accident with fog conditions,0,0.0,intersection,night_clear,front_end,0
FNOL300437,CLM200437,phone,multi point accident with rain conditions,1,0.0,intersection,rain,rear_end,1
FNOL300438,CLM200438,phone,left side accident with wind conditions,0,1.0,intersection,rain,rear_end,0
FNOL300439,CLM200439,mobile_app,left side accident with clear conditions,1,0.0,intersection,clear,front_end,1
FNOL300440,CLM200440,agent,multi point accident with night clear conditions,1,0.0,urban_arterial,rain,left_side,0
FNOL300441,CLM200441,phone,multi point accident with fog conditions,0,0.0,highway,rain,left_side,0
FNOL300442,CLM200442,web_portal,front end accident with night clear conditions,0,0.0,intersection,night_clear,multi_point,0
FNOL300443,CLM200443,agent,right side accident with clear conditions,0,0.0,residential_street,night_clear,front_end,0
FNOL300444,CLM200444,mobile_app,left side accident with wind conditions,0,0.0,parking_lot,rain,left_side,1
FNOL300445,CLM200445,agent,rear end accident with night clear conditions,0,0.0,highway,clear,multi_point,1
FNOL300446,CLM200446,mobile_app,rear end accident with night clear conditions,0,0.0,urban_arterial,fog,rear_end,0
FNOL300447,CLM200447,web_portal,rear end accident with fog conditions,0,0.0,intersection,night_clear,front_end,0
FNOL300448,CLM200448,agent,front end accident with rain conditions,1,0.0,highway,night_clear,right_side,1
FNOL300449,CLM200449,phone,multi point accident with night clear conditions,0,0.0,residential_street,night_clear,left_side,0
FNOL300450,CLM200450,mobile_app,front end accident with wind conditions,0,0.0,highway,clear,multi_point,0
FNOL300451,CLM200451,mobile_app,multi point accident with night clear conditions,0,,intersection,night_clear,left_side,0
FNOL300452,CLM200452,phone,left side accident with rain conditions,0,0.0,highway,clear,multi_point,0
FNOL300453,CLM200453,mobile_app,left side accident with fog conditions,1,1.0,intersection,clear,rear_end,0
FNOL300454,CLM200454,web_portal,front end accident with rain conditions,0,0.0,highway,fog,right_side,1
FNOL300455,CLM200455,phone,right side accident with fog conditions,1,0.0,intersection,clear,rear_end,0
FNOL300456,CLM200456,phone,left side accident with night clear conditions,0,0.0,highway,clear,rear_end,1
FNOL300457,CLM200457,phone,front end accident with night clear conditions,0,0.0,intersection,clear,rear_end,0
FNOL300458,CLM200458,phone,right side accident with fog conditions,0,0.0,residential_street,clear,left_side,0
FNOL300459,CLM200459,mobile_app,right side accident with clear conditions,0,0.0,urban_arterial,clear,rear_end,1
FNOL300460,CLM200460,phone,right side accident with fog conditions,0,0.0,highway,rain,rear_end,0
FNOL300461,CLM200461,phone,left side accident with fog conditions,0,0.0,parking_lot,clear,left_side,0
FNOL300462,CLM200462,phone,right side accident with wind conditions,0,0.0,parking_lot,rain,front_end,0
FNOL300463,CLM200463,agent,front end accident with rain conditions,0,1.0,highway,rain,front_end,0
FNOL300464,CLM200464,agent,multi point accident with fog conditions,0,1.0,urban_arterial,clear,front_end,0
FNOL300465,CLM200465,phone,left side accident with wind conditions,1,0.0,intersection,night_clear,right_side,0
FNOL300466,CLM200466,phone,front end accident with fog conditions,1,0.0,parking_lot,clear,right_side,1
FNOL300467,CLM200467,phone,left side accident with night clear conditions,0,0.0,parking_lot,night_clear,front_end,1
FNOL300468,CLM200468,phone,multi point accident with rain conditions,0,0.0,residential_street,night_clear,right_side,0
FNOL300469,CLM200469,web_portal,multi point accident with wind conditions,0,0.0,highway,night_clear,right_side,1
FNOL300470,CLM200470,mobile_app,front end accident with fog conditions,1,0.0,highway,rain,front_end,0
FNOL300471,CLM200471,mobile_app,multi point accident with fog conditions,0,0.0,urban_arterial,wind,rear_end,0
FNOL300472,CLM200472,agent,front end accident with fog conditions,0,0.0,intersection,clear,rear_end,1
FNOL300473,CLM200473,agent,rear end accident with fog conditions,0,1.0,highway,night_clear,left_side,0
FNOL300474,CLM200474,phone,front end accident with fog conditions,1,0.0,residential_street,clear,multi_point,1
FNOL300475,CLM200475,mobile_app,front end accident with fog conditions,1,0.0,highway,rain,rear_end,1
FNOL300476,CLM200476,mobile_app,front end accident with night clear conditions,0,0.0,highway,rain,front_end,1
FNOL300477,CLM200477,web_portal,front end accident with wind conditions,0,1.0,parking_lot,wind,rear_end,0
FNOL300478,CLM200478,phone,front end accident with fog conditions,0,1.0,parking_lot,wind,front_end,0
FNOL300479,CLM200479,phone,rear end accident with night clear conditions,0,0.0,intersection,clear,right_side,1
FNOL300480,CLM200480,phone,front end accident with rain conditions,0,0.0,urban_arterial,clear,right_side,0
FNOL300481,CLM200481,phone,left side accident with rain conditions,0,0.0,intersection,wind,multi_point,0
FNOL300482,CLM200482,phone,left side accident with clear conditions,0,0.0,intersection,night_clear,front_end,0
FNOL300483,CLM200483,web_portal,left side accident with rain conditions,0,0.0,intersection,clear,left_side,0
FNOL300484,CLM200484,phone,front end accident with clear conditions,0,0.0,urban_arterial,wind,multi_point,0
FNOL300485,CLM200485,agent,rear end accident with clear conditions,1,0.0,residential_street,rain,left_side,0
FNOL300486,CLM200486,phone,multi point accident with wind conditions,1,0.0,intersection,clear,multi_point,0
FNOL300487,CLM200487,agent,multi point accident with wind conditions,0,0.0,parking_lot,clear,rear_end,0
FNOL300488,CLM200488,phone,left side accident with wind conditions,1,1.0,urban_arterial,fog,rear_end,0
FNOL300489,CLM200489,phone,right side accident with night clear conditions,0,1.0,intersection,clear,rear_end,0
FNOL300490,CLM200490,phone,rear end accident with night clear conditions,0,0.0,intersection,night_clear,right_side,0
FNOL300491,CLM200491,phone,rear end accident with rain conditions,0,0.0,intersection,clear,rear_end,0
FNOL300492,CLM200492,phone,left side accident with clear conditions,0,0.0,highway,rain,right_side,0
FNOL300493,CLM200493,web_portal,right side accident with fog conditions,1,1.0,parking_lot,clear,front_end,0
FNOL300494,CLM200494,phone,right side accident with night clear conditions,0,0.0,parking_lot,fog,left_side,0
FNOL300495,CLM200495,phone,front end accident with night clear conditions,0,0.0,highway,clear,right_side,0
FNOL300496,CLM200496,phone,multi point accident with rain conditions,0,0.0,intersection,clear,front_end,0
FNOL300497,CLM200497,web_portal,right side accident with clear conditions,0,0.0,highway,rain,rear_end,0
FNOL300498,CLM200498,phone,front end accident with wind conditions,0,0.0,urban_arterial,rain,left_side,0
FNOL300499,CLM200499,phone,left side accident with night clear conditions,0,0.0,intersection,rain,multi_point,0
FNOL300500,CLM200500,phone,front end accident with night clear conditions,1,1.0,highway,clear,rear_end,1
FNOL300501,CLM200501,web_portal,rear end accident with night clear conditions,0,1.0,urban_arterial,clear,rear_end,0
FNOL300502,CLM200502,web_portal,rear end accident with rain conditions,0,0.0,intersection,clear,right_side,0
FNOL300503,CLM200503,mobile_app,left side accident with wind conditions,0,0.0,intersection,clear,rear_end,0
FNOL300504,CLM200504,mobile_app,rear end accident with wind conditions,0,0.0,intersection,clear,rear_end,1
FNOL300505,CLM200505,phone,multi point accident with rain conditions,0,0.0,highway,clear,right_side,1
FNOL300506,CLM200506,mobile_app,multi point accident with clear conditions,0,0.0,residential_street,rain,right_side,0
FNOL300507,CLM200507,web_portal,right side accident with wind conditions,0,0.0,urban_arterial,clear,rear_end,1
FNOL300508,CLM200508,web_portal,right side accident with rain conditions,0,0.0,urban_arterial,rain,multi_point,0
FNOL300509,CLM200509,phone,right side accident with rain conditions,1,1.0,highway,wind,right_side,0
FNOL300510,CLM200510,web_portal,right side accident with clear conditions,1,0.0,residential_street,wind,rear_end,1
FNOL300511,CLM200511,mobile_app,multi point accident with clear conditions,0,0.0,residential_street,rain,front_end,1
FNOL300512,CLM200512,web_portal,left side accident with clear conditions,1,0.0,urban_arterial,clear,right_side,0
FNOL300513,CLM200513,web_portal,multi point accident with clear conditions,0,1.0,intersection,rain,left_side,0
FNOL300514,CLM200514,web_portal,front end accident with night clear conditions,0,0.0,intersection,clear,left_side,0
FNOL300515,CLM200515,phone,multi point accident with clear conditions,0,0.0,urban_arterial,rain,front_end,0
FNOL300516,CLM200516,phone,right side accident with rain conditions,0,0.0,intersection,night_clear,rear_end,0
FNOL300517,CLM200517,phone,rear end accident with night clear conditions,0,0.0,residential_street,rain,left_side,0
FNOL300518,CLM200518,mobile_app,rear end accident with clear conditions,1,0.0,residential_street,night_clear,rear_end,1
FNOL300519,CLM200519,mobile_app,rear end accident with wind conditions,0,0.0,residential_street,clear,right_side,0
FNOL300520,CLM200520,web_portal,front end accident with rain conditions,1,0.0,parking_lot,clear,rear_end,1
FNOL300521,CLM200521,mobile_app,right side accident with rain conditions,1,0.0,urban_arterial,clear,rear_end,0
FNOL300522,CLM200522,mobile_app,multi point accident with fog conditions,0,0.0,residential_street,clear,rear_end,0
FNOL300523,CLM200523,web_portal,multi point accident with fog conditions,1,0.0,highway,clear,right_side,0
FNOL300524,CLM200524,phone,rear end accident with wind conditions,0,1.0,urban_arterial,night_clear,front_end,0
FNOL300525,CLM200525,phone,left side accident with wind conditions,0,0.0,residential_street,rain,front_end,0
FNOL300526,CLM200526,phone,multi point accident with clear conditions,0,0.0,highway,night_clear,front_end,0
FNOL300527,CLM200527,web_portal,multi point accident with clear conditions,0,0.0,parking_lot,night_clear,left_side,0
FNOL300528,CLM200528,phone,rear end accident with wind conditions,0,0.0,parking_lot,wind,multi_point,0
FNOL300529,CLM200529,phone,right side accident with rain conditions,1,0.0,urban_arterial,night_clear,rear_end,0
FNOL300530,CLM200530,phone,rear end accident with clear conditions,1,1.0,intersection,clear,rear_end,1
FNOL300531,CLM200531,mobile_app,rear end accident with fog conditions,1,0.0,highway,night_clear,right_side,0
FNOL300532,CLM200532,agent,multi point accident with rain conditions,0,0.0,parking_lot,fog,front_end,1
FNOL300533,CLM200533,agent,multi point accident with night clear conditions,0,0.0,highway,rain,left_side,0
FNOL300534,CLM200534,phone,rear end accident with night clear conditions,0,0.0,urban_arterial,rain,rear_end,1
FNOL300535,CLM200535,mobile_app,multi point accident with clear conditions,1,0.0,intersection,night_clear,right_side,0
FNOL300536,CLM200536,phone,multi point accident with wind conditions,0,0.0,intersection,night_clear,multi_point,0
FNOL300537,CLM200537,agent,left side accident with night clear conditions,0,0.0,highway,clear,front_end,0
FNOL300538,CLM200538,phone,rear end accident with wind conditions,1,0.0,highway,clear,rear_end,0
FNOL300539,CLM200539,phone,right side accident with wind conditions,0,0.0,parking_lot,clear,rear_end,0
FNOL300540,CLM200540,mobile_app,left side accident with fog conditions,0,0.0,urban_arterial,night_clear,rear_end,0
FNOL300541,CLM200541,phone,front end accident with fog conditions,1,0.0,intersection,clear,front_end,1
FNOL300542,CLM200542,agent,multi point accident with clear conditions,0,0.0,urban_arterial,fog,front_end,0
FNOL300543,CLM200543,phone,right side accident with clear conditions,0,0.0,urban_arterial,clear,left_side,0
FNOL300544,CLM200544,agent,front end accident with wind conditions,0,0.0,urban_arterial,night_clear,rear_end,0
FNOL300545,CLM200545,phone,left side accident with fog conditions,1,1.0,highway,night_clear,rear_end,1
FNOL300546,CLM200546,phone,front end accident with clear conditions,1,1.0,intersection,rain,multi_point,1
FNOL300547,CLM200547,web_portal,left side accident with rain conditions,0,0.0,parking_lot,clear,rear_end,1
FNOL300548,CLM200548,mobile_app,front end accident with wind conditions,0,0.0,urban_arterial,night_clear,multi_point,0
FNOL300549,CLM200549,agent,right side accident with clear conditions,1,0.0,urban_arterial,clear,left_side,0
FNOL300550,CLM200550,mobile_app,left side accident with rain conditions,0,0.0,highway,rain,rear_end,0
FNOL300551,CLM200551,mobile_app,rear end accident with night clear conditions,0,0.0,residential_street,night_clear,left_side,0
FNOL300552,CLM200552,phone,rear end accident with fog conditions,1,0.0,residential_street,rain,multi_point,0
FNOL300553,CLM200553,agent,rear end accident with fog conditions,0,0.0,urban_arterial,night_clear,right_side,1
FNOL300554,CLM200554,web_portal,rear end accident with clear conditions,0,0.0,parking_lot,rain,rear_end,1
FNOL300555,CLM200555,mobile_app,rear end accident with clear conditions,0,1.0,parking_lot,rain,rear_end,0
FNOL300556,CLM200556,agent,right side accident with wind conditions,0,0.0,intersection,night_clear,front_end,0
FNOL300557,CLM200557,phone,left side accident with rain conditions,0,0.0,residential_street,wind,rear_end,1
FNOL300558,CLM200558,agent,rear end accident with rain conditions,0,0.0,highway,night_clear,rear_end,0
FNOL300559,CLM200559,mobile_app,left side accident with clear conditions,0,0.0,urban_arterial,night_clear,multi_point,0
FNOL300560,CLM200560,agent,front end accident with wind conditions,1,0.0,intersection,clear,left_side,0
FNOL300561,CLM200561,web_portal,left side accident with night clear conditions,0,0.0,urban_arterial,clear,right_side,1
